date,Q - HN,Q - ST,Q - TC
1/5/2012,1410.0,1980.0,942.0
2/5/2012,1320.0,1860.0,916.0
3/5/2012,1250.0,1900.0,804.0
4/5/2012,1340.0,2300.0,854.0
5/5/2012,1460.0,2450.0,937.0
6/5/2012,1760.0,2840.0,1120.0
7/5/2012,1850.0,2740.0,1230.0
8/5/2012,1810.0,2650.0,1230.0
9/5/2012,1920.0,3120.0,1380.0
10/5/2012,2140.0,3210.0,1440.0
11/5/2012,2220.0,3310.0,1480.0
12/5/2012,2260.0,3340.0,1490.0
13/5/2012,2250.0,3260.0,1480.0
14/5/2012,2080.0,3070.0,1370.0
15/5/2012,2090.0,3200.0,1330.0
16/5/2012,2130.0,3320.0,1300.0
17/5/2012,2050.0,3220.0,1290.0
18/5/2012,2020.0,3240.0,1270.0
19/5/2012,2090.0,3310.0,1340.0
20/5/2012,2080.0,3210.0,1330.0
21/5/2012,2130.0,3440.0,1400.0
22/5/2012,2370.0,3850.0,1570.0
23/5/2012,2670.0,4050.0,1790.0
24/5/2012,2620.0,3850.0,1790.0
25/5/2012,2680.0,4080.0,1790.0
26/5/2012,3070.0,5030.0,2040.0
27/5/2012,3660.0,5740.0,2430.0
28/5/2012,3390.0,4970.0,2250.0
29/5/2012,3150.0,4690.0,2100.0
30/5/2012,2920.0,4440.0,1940.0
31/5/2012,2970.0,4790.0,1930.0
1/6/2012,3100.0,4730.0,2010.0
2/6/2012,2680.0,3990.0,1790.0
3/6/2012,2430.0,3700.0,1610.0
4/6/2012,2430.0,3640.0,1620.0
5/6/2012,2540.0,3870.0,1680.0
6/6/2012,2810.0,4560.0,1880.0
7/6/2012,2980.0,4410.0,2060.0
8/6/2012,2750.0,4020.0,1870.0
9/6/2012,2630.0,3970.0,1770.0
10/6/2012,2650.0,4270.0,1740.0
11/6/2012,2550.0,3900.0,1680.0
12/6/2012,2300.0,3780.0,1480.0
13/6/2012,2240.0,3770.0,1430.0
14/6/2012,2170.0,3660.0,1370.0
15/6/2012,2290.0,3940.0,1460.0
16/6/2012,2420.0,4060.0,1550.0
17/6/2012,2500.0,4080.0,1610.0
18/6/2012,2330.0,3610.0,1540.0
19/6/2012,2140.0,3500.0,1410.0
20/6/2012,2050.0,3290.0,1410.0
21/6/2012,1970.0,3050.0,1310.0
22/6/2012,1910.0,3010.0,1280.0
23/6/2012,1980.0,3220.0,1340.0
24/6/2012,2090.0,3350.0,1390.0
25/6/2012,2000.0,2980.0,1270.0
26/6/2012,1990.0,3260.0,1230.0
27/6/2012,2060.0,3610.0,1320.0
28/6/2012,2280.0,3990.0,1430.0
29/6/2012,2350.0,3860.0,1490.0
30/6/2012,2140.0,3660.0,1410.0
31/6/2012,0.0,0.0,0.0
1/7/2012,2380.0,3880.0,1610.0
2/7/2012,2480.0,3910.0,1670.0
3/7/2012,2610.0,4260.0,1830.0
4/7/2012,2750.0,4310.0,1890.0
5/7/2012,2790.0,4200.0,1880.0
6/7/2012,2620.0,3890.0,1740.0
7/7/2012,2560.0,3860.0,1660.0
8/7/2012,2590.0,4300.0,1710.0
9/7/2012,2760.0,4670.0,1810.0
10/7/2012,3210.0,5560.0,2060.0
11/7/2012,3550.0,6100.0,2280.0
12/7/2012,3540.0,5790.0,2290.0
13/7/2012,3400.0,5630.0,2210.0
14/7/2012,3450.0,5970.0,2260.0
15/7/2012,3460.0,5620.0,2280.0
16/7/2012,3080.0,4840.0,2040.0
17/7/2012,2800.0,4560.0,1850.0
18/7/2012,2730.0,4490.0,1810.0
19/7/2012,2640.0,4250.0,1770.0
20/7/2012,2600.0,4310.0,1760.0
21/7/2012,2990.0,5520.0,2000.0
22/7/2012,3530.0,5920.0,2290.0
23/7/2012,3500.0,5650.0,2230.0
24/7/2012,3500.0,5830.0,2240.0
25/7/2012,3580.0,5950.0,2290.0
26/7/2012,3740.0,6760.0,2380.0
27/7/2012,5570.0,10100.0,3250.0
28/7/2012,6640.0,11000.0,3810.0
29/7/2012,6640.0,10700.0,3820.0
30/7/2012,7060.0,11800.0,4070.0
31/7/2012,7940.0,14100.0,4640.0
1/8/2012,8460.0,14800.0,5060.0
2/8/2012,8140.0,13600.0,5030.0
3/8/2012,7090.0,11600.0,4520.0
4/8/2012,6060.0,9990.0,3940.0
5/8/2012,5270.0,9000.0,3480.0
6/8/2012,4860.0,8560.0,3240.0
7/8/2012,4790.0,8660.0,3200.0
8/8/2012,5120.0,9320.0,3400.0
9/8/2012,5360.0,9630.0,3530.0
10/8/2012,6000.0,11000.0,3880.0
11/8/2012,6410.0,11200.0,4070.0
12/8/2012,6160.0,10700.0,3960.0
13/8/2012,5820.0,10200.0,3760.0
14/8/2012,5430.0,9460.0,3560.0
15/8/2012,4970.0,8700.0,3290.0
16/8/2012,4800.0,8600.0,3180.0
17/8/2012,4880.0,8620.0,3170.0
18/8/2012,5310.0,9590.0,3490.0
19/8/2012,6880.0,12500.0,4370.0
20/8/2012,7130.0,12400.0,4570.0
21/8/2012,6030.0,10400.0,3840.0
22/8/2012,5260.0,9170.0,3310.0
23/8/2012,5130.0,9190.0,3210.0
24/8/2012,4970.0,8660.0,3120.0
25/8/2012,4670.0,7930.0,2940.0
26/8/2012,4220.0,6880.0,2700.0
27/8/2012,3710.0,6030.0,2450.0
28/8/2012,3530.0,5820.0,2340.0
29/8/2012,3240.0,5150.0,2170.0
30/8/2012,2910.0,4680.0,1950.0
31/8/2012,2580.0,4170.0,1730.0
1/9/2012,2320.0,3970.0,1560.0
2/9/2012,2380.0,3980.0,1540.0
3/9/2012,2190.0,3650.0,1430.0
4/9/2012,2270.0,4040.0,1440.0
5/9/2012,2330.0,3910.0,1480.0
6/9/2012,2080.0,3230.0,1330.0
7/9/2012,1830.0,2910.0,1190.0
8/9/2012,2230.0,3970.0,1450.0
9/9/2012,2590.0,4150.0,1670.0
10/9/2012,2340.0,3620.0,1510.0
11/9/2012,2100.0,3260.0,1380.0
12/9/2012,1960.0,3170.0,1290.0
13/9/2012,1870.0,3030.0,1240.0
14/9/2012,1740.0,2950.0,1130.0
15/9/2012,1830.0,3270.0,1170.0
16/9/2012,1880.0,3070.0,1220.0
17/9/2012,1760.0,2750.0,1110.0
18/9/2012,1740.0,2980.0,1080.0
19/9/2012,1830.0,3010.0,1140.0
20/9/2012,1850.0,3120.0,1190.0
21/9/2012,2060.0,3410.0,1310.0
22/9/2012,2080.0,3300.0,1360.0
23/9/2012,2080.0,3390.0,1390.0
24/9/2012,2000.0,3160.0,1340.0
25/9/2012,2170.0,3710.0,1390.0
26/9/2012,2870.0,5300.0,1850.0
27/9/2012,3400.0,5870.0,2210.0
28/9/2012,3600.0,6260.0,2330.0
29/9/2012,3530.0,5790.0,2300.0
30/9/2012,3210.0,5190.0,2130.0
31/9/2012,0.0,0.0,0.0
1/10/2012,3000.0,4840.0,1920.0
2/10/2012,2800.0,4590.0,1820.0
3/10/2012,2710.0,4400.0,1760.0
4/10/2012,2650.0,4270.0,1710.0
5/10/2012,2580.0,4270.0,1700.0
6/10/2012,2540.0,4530.0,1770.0
7/10/2012,2620.0,4260.0,1780.0
8/10/2012,2390.0,3580.0,1580.0
9/10/2012,2170.0,3280.0,1400.0
10/10/2012,2000.0,3160.0,1320.0
11/10/2012,1950.0,3180.0,1320.0
12/10/2012,1890.0,3090.0,1270.0
13/10/2012,1920.0,3220.0,1300.0
14/10/2012,2020.0,3210.0,1290.0
15/10/2012,1990.0,3210.0,1260.0
16/10/2012,2040.0,3340.0,1290.0
17/10/2012,2040.0,3420.0,1360.0
18/10/2012,2060.0,3220.0,1340.0
19/10/2012,2240.0,3590.0,1440.0
20/10/2012,2370.0,3440.0,1560.0
21/10/2012,2150.0,2960.0,1420.0
22/10/2012,1950.0,2770.0,1280.0
23/10/2012,1890.0,2710.0,1240.0
24/10/2012,1740.0,2460.0,1150.0
25/10/2012,1420.0,1980.0,999.0
26/10/2012,1210.0,1670.0,818.0
27/10/2012,948.0,1400.0,664.0
28/10/2012,955.0,1560.0,691.0
29/10/2012,1340.0,1950.0,977.0
30/10/2012,1440.0,1810.0,1010.0
31/10/2012,1210.0,1670.0,893.0
1/11/2012,1190.0,1610.0,836.0
2/11/2012,1160.0,1420.0,824.0
3/11/2012,1150.0,1440.0,842.0
4/11/2012,1020.0,1290.0,820.0
5/11/2012,965.0,1190.0,752.0
6/11/2012,1070.0,1400.0,779.0
7/11/2012,1240.0,1670.0,882.0
8/11/2012,1320.0,1780.0,908.0
9/11/2012,1290.0,1780.0,884.0
10/11/2012,1200.0,1630.0,784.0
11/11/2012,1150.0,1480.0,648.0
12/11/2012,910.0,1370.0,570.0
13/11/2012,889.0,1360.0,672.0
14/11/2012,968.0,1320.0,761.0
15/11/2012,1070.0,1300.0,833.0
16/11/2012,952.0,1270.0,839.0
17/11/2012,983.0,1260.0,784.0
18/11/2012,1100.0,1340.0,811.0
19/11/2012,1190.0,1580.0,851.0
20/11/2012,1390.0,1930.0,949.0
21/11/2012,1380.0,2000.0,954.0
22/11/2012,1410.0,2110.0,950.0
23/11/2012,1340.0,2030.0,906.0
24/11/2012,1140.0,1800.0,743.0
25/11/2012,964.0,1490.0,683.0
26/11/2012,955.0,1320.0,727.0
27/11/2012,920.0,1240.0,653.0
28/11/2012,912.0,1190.0,673.0
29/11/2012,981.0,1290.0,679.0
30/11/2012,1120.0,1500.0,766.0
31/11/2012,0.0,0.0,0.0
1/12/2012,1050.0,1530.0,806.0
2/12/2012,1130.0,1710.0,828.0
3/12/2012,1220.0,1650.0,852.0
4/12/2012,1260.0,1800.0,882.0
5/12/2012,1310.0,1990.0,915.0
6/12/2012,1330.0,2050.0,926.0
7/12/2012,1320.0,2150.0,997.0
8/12/2012,1270.0,2070.0,920.0
9/12/2012,1190.0,1910.0,854.0
10/12/2012,1200.0,1690.0,793.0
11/12/2012,1260.0,1860.0,886.0
12/12/2012,1450.0,1990.0,990.0
13/12/2012,1480.0,1780.0,1010.0
14/12/2012,1470.0,1780.0,1030.0
15/12/2012,1460.0,1700.0,1020.0
16/12/2012,1180.0,1380.0,888.0
17/12/2012,1070.0,1150.0,790.0
18/12/2012,1040.0,1150.0,699.0
19/12/2012,1050.0,1490.0,727.0
20/12/2012,1080.0,1490.0,783.0
21/12/2012,1040.0,1520.0,736.0
22/12/2012,969.0,1470.0,649.0
23/12/2012,871.0,1520.0,614.0
24/12/2012,859.0,1340.0,671.0
25/12/2012,940.0,1380.0,769.0
26/12/2012,1180.0,1620.0,873.0
27/12/2012,1380.0,1790.0,913.0
28/12/2012,1370.0,1880.0,957.0
29/12/2012,1300.0,1880.0,977.0
30/12/2012,1220.0,1750.0,815.0
31/12/2012,924.0,1450.0,754.0
1/1/2013,902.0,1350.0,755.0
2/1/2013,978.0,1070.0,642.0
3/1/2013,877.0,1280.0,591.0
4/1/2013,795.0,1500.0,633.0
5/1/2013,873.0,1680.0,733.0
6/1/2013,993.0,1600.0,683.0
7/1/2013,861.0,1470.0,644.0
8/1/2013,934.0,1510.0,699.0
9/1/2013,937.0,1620.0,788.0
10/1/2013,1050.0,1700.0,827.0
11/1/2013,1200.0,1750.0,892.0
12/1/2013,1260.0,1770.0,894.0
13/1/2013,1170.0,1700.0,869.0
14/1/2013,1100.0,1560.0,819.0
15/1/2013,1010.0,1670.0,804.0
16/1/2013,1020.0,1760.0,808.0
17/1/2013,1040.0,1660.0,743.0
18/1/2013,926.0,1670.0,657.0
19/1/2013,829.0,1380.0,619.0
20/1/2013,716.0,1040.0,568.0
21/1/2013,712.0,1120.0,583.0
22/1/2013,787.0,1380.0,661.0
23/1/2013,1200.0,2190.0,832.0
24/1/2013,1540.0,2710.0,1010.0
25/1/2013,1620.0,2760.0,1070.0
26/1/2013,1600.0,2730.0,1060.0
27/1/2013,1620.0,2960.0,1110.0
28/1/2013,1810.0,3210.0,1170.0
29/1/2013,1870.0,3160.0,1200.0
30/1/2013,1720.0,2690.0,1110.0
31/1/2013,1190.0,1570.0,839.0
1/2/2013,629.0,872.0,525.0
2/2/2013,582.0,1360.0,458.0
3/2/2013,1250.0,2700.0,770.0
4/2/2013,1780.0,3410.0,1080.0
5/2/2013,1890.0,3310.0,1160.0
6/2/2013,1820.0,3100.0,1170.0
7/2/2013,1860.0,3150.0,1210.0
8/2/2013,1880.0,3050.0,1210.0
9/2/2013,1830.0,2540.0,1150.0
10/2/2013,1290.0,1370.0,970.0
11/2/2013,951.0,1020.0,754.0
12/2/2013,829.0,922.0,614.0
13/2/2013,594.0,844.0,596.0
14/2/2013,577.0,809.0,540.0
15/2/2013,413.0,719.0,424.0
16/2/2013,265.0,721.0,350.0
17/2/2013,754.0,1650.0,550.0
18/2/2013,1520.0,2770.0,982.0
19/2/2013,1760.0,3140.0,1140.0
20/2/2013,1860.0,3210.0,1180.0
21/2/2013,1850.0,3060.0,1190.0
22/2/2013,1790.0,2710.0,1160.0
23/2/2013,1210.0,1520.0,896.0
24/2/2013,791.0,933.0,663.0
25/2/2013,670.0,759.0,583.0
26/2/2013,558.0,653.0,447.0
27/2/2013,412.0,678.0,367.0
28/2/2013,402.0,775.0,371.0
29/2/2013,0.0,0.0,0.0
30/2/2013,0.0,0.0,0.0
31/2/2013,0.0,0.0,0.0
1/3/2013,421.0,767.0,382.0
2/3/2013,402.0,875.0,354.0
3/3/2013,442.0,824.0,309.0
4/3/2013,361.0,703.0,359.0
5/3/2013,334.0,721.0,393.0
6/3/2013,470.0,910.0,514.0
7/3/2013,772.0,1090.0,603.0
8/3/2013,882.0,1320.0,581.0
9/3/2013,883.0,1210.0,647.0
10/3/2013,870.0,1070.0,560.0
11/3/2013,806.0,1140.0,517.0
12/3/2013,732.0,1310.0,536.0
13/3/2013,739.0,1260.0,523.0
14/3/2013,586.0,1150.0,442.0
15/3/2013,568.0,1140.0,435.0
16/3/2013,755.0,1280.0,552.0
17/3/2013,834.0,1260.0,573.0
18/3/2013,768.0,1200.0,566.0
19/3/2013,775.0,1220.0,558.0
20/3/2013,806.0,1440.0,646.0
21/3/2013,1040.0,1620.0,703.0
22/3/2013,993.0,1450.0,672.0
23/3/2013,953.0,1290.0,595.0
24/3/2013,903.0,1300.0,582.0
25/3/2013,759.0,1170.0,534.0
26/3/2013,811.0,1270.0,564.0
27/3/2013,822.0,1470.0,549.0
28/3/2013,786.0,1530.0,577.0
29/3/2013,810.0,1640.0,607.0
30/3/2013,846.0,1690.0,653.0
31/3/2013,939.0,1550.0,727.0
1/4/2013,980.0,1370.0,688.0
2/4/2013,964.0,1330.0,698.0
3/4/2013,1060.0,1360.0,747.0
4/4/2013,1090.0,1410.0,793.0
5/4/2013,1170.0,1540.0,869.0
6/4/2013,1170.0,1700.0,794.0
7/4/2013,1030.0,1580.0,710.0
8/4/2013,915.0,1310.0,640.0
9/4/2013,837.0,1390.0,595.0
10/4/2013,754.0,1480.0,560.0
11/4/2013,788.0,1550.0,595.0
12/4/2013,938.0,1540.0,635.0
13/4/2013,915.0,1500.0,666.0
14/4/2013,949.0,1460.0,638.0
15/4/2013,986.0,1570.0,634.0
16/4/2013,975.0,1760.0,708.0
17/4/2013,1080.0,1850.0,737.0
18/4/2013,1190.0,1930.0,790.0
19/4/2013,1250.0,2090.0,832.0
20/4/2013,1290.0,2090.0,836.0
21/4/2013,1180.0,1920.0,764.0
22/4/2013,1230.0,2090.0,845.0
23/4/2013,1290.0,2060.0,814.0
24/4/2013,1310.0,2390.0,815.0
25/4/2013,1380.0,2520.0,864.0
26/4/2013,1500.0,2480.0,922.0
27/4/2013,1380.0,2050.0,884.0
28/4/2013,1340.0,1990.0,914.0
29/4/2013,1360.0,1810.0,910.0
30/4/2013,1330.0,1630.0,845.0
31/4/2013,0.0,0.0,0.0
1/5/2013,1220.0,1640.0,863.0
2/5/2013,1210.0,1560.0,883.0
3/5/2013,1400.0,2340.0,1020.0
4/5/2013,1780.0,3030.0,1230.0
5/5/2013,1890.0,2990.0,1240.0
6/5/2013,1740.0,2500.0,1080.0
7/5/2013,1470.0,2510.0,954.0
8/5/2013,1480.0,2690.0,989.0
9/5/2013,1690.0,2860.0,1120.0
10/5/2013,1750.0,2910.0,1190.0
11/5/2013,1700.0,2720.0,1150.0
12/5/2013,1570.0,2450.0,1050.0
13/5/2013,1450.0,2270.0,967.0
14/5/2013,1500.0,2540.0,1040.0
15/5/2013,1570.0,2510.0,1060.0
16/5/2013,1620.0,2710.0,1100.0
17/5/2013,1740.0,3210.0,1170.0
18/5/2013,2020.0,3470.0,1270.0
19/5/2013,1930.0,3280.0,1230.0
20/5/2013,1820.0,3130.0,1150.0
21/5/2013,1790.0,3270.0,1160.0
22/5/2013,1820.0,3480.0,1170.0
23/5/2013,1980.0,3650.0,1260.0
24/5/2013,2100.0,3740.0,1320.0
25/5/2013,2220.0,3860.0,1410.0
26/5/2013,2400.0,3900.0,1500.0
27/5/2013,2210.0,3640.0,1470.0
28/5/2013,2180.0,3750.0,1450.0
29/5/2013,2290.0,3980.0,1530.0
30/5/2013,2330.0,3850.0,1520.0
31/5/2013,2430.0,4420.0,1570.0
1/6/2013,2590.0,4400.0,1670.0
2/6/2013,2470.0,4030.0,1520.0
3/6/2013,2320.0,4260.0,1420.0
4/6/2013,2310.0,4230.0,1450.0
5/6/2013,2250.0,4020.0,1390.0
6/6/2013,2320.0,4300.0,1460.0
7/6/2013,2460.0,4680.0,1590.0
8/6/2013,2590.0,4470.0,1600.0
9/6/2013,2520.0,4050.0,1500.0
10/6/2013,2270.0,3980.0,1460.0
11/6/2013,2370.0,4410.0,1520.0
12/6/2013,2760.0,5120.0,1720.0
13/6/2013,2880.0,5020.0,1770.0
14/6/2013,2670.0,4550.0,1640.0
15/6/2013,2360.0,4090.0,1480.0
16/6/2013,2210.0,3910.0,1390.0
17/6/2013,2120.0,3840.0,1320.0
18/6/2013,2010.0,3430.0,1260.0
19/6/2013,1710.0,2910.0,1020.0
20/6/2013,1620.0,3260.0,1030.0
21/6/2013,1950.0,3800.0,1240.0
22/6/2013,2150.0,3910.0,1340.0
23/6/2013,2310.0,3950.0,1470.0
24/6/2013,2310.0,3410.0,1520.0
25/6/2013,2010.0,3470.0,1320.0
26/6/2013,2310.0,4390.0,1550.0
27/6/2013,2570.0,4470.0,1630.0
28/6/2013,2480.0,4350.0,1560.0
29/6/2013,2470.0,4500.0,1530.0
30/6/2013,2420.0,4350.0,1500.0
31/6/2013,0.0,0.0,0.0
1/7/2013,2310.0,4120.0,1400.0
2/7/2013,2280.0,4290.0,1380.0
3/7/2013,2500.0,4890.0,1540.0
4/7/2013,2720.0,5020.0,1700.0
5/7/2013,2980.0,5470.0,1880.0
6/7/2013,3060.0,5940.0,1970.0
7/7/2013,3220.0,5480.0,1950.0
8/7/2013,2840.0,5060.0,1760.0
9/7/2013,2870.0,5170.0,1780.0
10/7/2013,2980.0,5720.0,1890.0
11/7/2013,3690.0,7090.0,2290.0
12/7/2013,3870.0,7080.0,2390.0
13/7/2013,3840.0,6960.0,2360.0
14/7/2013,3620.0,6460.0,2210.0
15/7/2013,3360.0,6040.0,2040.0
16/7/2013,3180.0,5930.0,1930.0
17/7/2013,3390.0,6540.0,2070.0
18/7/2013,3620.0,6840.0,2200.0
19/7/2013,3880.0,7510.0,2380.0
20/7/2013,4390.0,8680.0,2690.0
21/7/2013,4790.0,9140.0,2930.0
22/7/2013,4900.0,9250.0,3010.0
23/7/2013,4940.0,9090.0,3040.0
24/7/2013,4720.0,8490.0,2930.0
25/7/2013,4420.0,7950.0,2720.0
26/7/2013,4040.0,7140.0,2460.0
27/7/2013,3750.0,6710.0,2290.0
28/7/2013,3710.0,6840.0,2290.0
29/7/2013,3970.0,7620.0,2480.0
30/7/2013,5090.0,10300.0,3190.0
31/7/2013,6120.0,11600.0,3800.0
1/8/2013,5830.0,10400.0,3600.0
2/8/2013,5300.0,9610.0,3230.0
3/8/2013,5300.0,9460.0,3210.0
4/8/2013,6050.0,11900.0,3780.0
5/8/2013,6760.0,12800.0,4290.0
6/8/2013,6640.0,12300.0,4210.0
7/8/2013,5920.0,10300.0,3680.0
8/8/2013,5260.0,9240.0,3290.0
9/8/2013,5470.0,10200.0,3490.0
10/8/2013,6090.0,11400.0,3910.0
11/8/2013,6010.0,10700.0,3820.0
12/8/2013,5800.0,10700.0,3680.0
13/8/2013,5670.0,10400.0,3530.0
14/8/2013,5440.0,9920.0,3350.0
15/8/2013,4810.0,8110.0,2910.0
16/8/2013,3930.0,6870.0,2410.0
17/8/2013,3500.0,6280.0,2150.0
18/8/2013,3330.0,6090.0,2060.0
19/8/2013,3280.0,6070.0,2030.0
20/8/2013,3320.0,6070.0,2050.0
21/8/2013,3360.0,6140.0,2080.0
22/8/2013,3520.0,6680.0,2150.0
23/8/2013,3680.0,6840.0,2240.0
24/8/2013,3560.0,6470.0,2180.0
25/8/2013,3430.0,6300.0,2070.0
26/8/2013,3690.0,7670.0,2280.0
27/8/2013,4380.0,8480.0,2640.0
28/8/2013,4260.0,7520.0,2540.0
29/8/2013,3730.0,6640.0,2260.0
30/8/2013,3370.0,6080.0,2050.0
31/8/2013,3240.0,6200.0,1960.0
1/9/2013,3560.0,7140.0,2130.0
2/9/2013,3670.0,6380.0,2210.0
3/9/2013,3000.0,4820.0,1920.0
4/9/2013,2560.0,4680.0,1720.0
5/9/2013,3170.0,6940.0,2040.0
6/9/2013,6210.0,12500.0,3580.0
7/9/2013,6100.0,10400.0,3890.0
8/9/2013,4720.0,7510.0,3150.0
9/9/2013,3850.0,6150.0,2580.0
10/9/2013,3650.0,6380.0,2370.0
11/9/2013,3620.0,6070.0,2330.0
12/9/2013,3400.0,5490.0,2150.0
13/9/2013,3340.0,5960.0,2080.0
14/9/2013,3830.0,7000.0,2330.0
15/9/2013,3930.0,6330.0,2370.0
16/9/2013,3470.0,5360.0,2110.0
17/9/2013,2920.0,4570.0,1840.0
18/9/2013,2680.0,4340.0,1680.0
19/9/2013,2690.0,4670.0,1720.0
20/9/2013,2740.0,4420.0,1750.0
21/9/2013,2620.0,4700.0,1630.0
22/9/2013,2870.0,4680.0,1730.0
23/9/2013,2640.0,4160.0,1590.0
24/9/2013,2530.0,4280.0,1580.0
25/9/2013,2540.0,4220.0,1580.0
26/9/2013,2520.0,3890.0,1570.0
27/9/2013,2280.0,3660.0,1440.0
28/9/2013,2270.0,3620.0,1440.0
29/9/2013,2170.0,3320.0,1400.0
30/9/2013,2070.0,3330.0,1330.0
31/9/2013,0.0,0.0,0.0
1/10/2013,2090.0,3270.0,1380.0
2/10/2013,1920.0,2990.0,1220.0
3/10/2013,1800.0,2920.0,1160.0
4/10/2013,1760.0,2880.0,1140.0
5/10/2013,1760.0,2860.0,1120.0
6/10/2013,1720.0,2640.0,1100.0
7/10/2013,1550.0,2310.0,972.0
8/10/2013,1430.0,2340.0,986.0
9/10/2013,1510.0,2390.0,1010.0
10/10/2013,1530.0,2360.0,1030.0
11/10/2013,1500.0,2310.0,1020.0
12/10/2013,1510.0,2320.0,1040.0
13/10/2013,1620.0,2390.0,1090.0
14/10/2013,1650.0,2540.0,1160.0
15/10/2013,1770.0,2610.0,1200.0
16/10/2013,1760.0,2580.0,1150.0
17/10/2013,1630.0,2440.0,1070.0
18/10/2013,1540.0,2220.0,983.0
19/10/2013,1470.0,2210.0,936.0
20/10/2013,1490.0,2130.0,953.0
21/10/2013,1450.0,1910.0,917.0
22/10/2013,1260.0,1740.0,890.0
23/10/2013,1240.0,1740.0,856.0
24/10/2013,1210.0,1810.0,845.0
25/10/2013,1220.0,1780.0,838.0
26/10/2013,1230.0,1800.0,857.0
27/10/2013,1240.0,1700.0,880.0
28/10/2013,1190.0,1590.0,847.0
29/10/2013,1110.0,1670.0,826.0
30/10/2013,1040.0,1660.0,795.0
31/10/2013,1100.0,1730.0,731.0
1/11/2013,1080.0,1830.0,687.0
2/11/2013,1110.0,2400.0,812.0
3/11/2013,1210.0,2240.0,911.0
4/11/2013,1380.0,1990.0,933.0
5/11/2013,1250.0,1920.0,927.0
6/11/2013,1340.0,2000.0,889.0
7/11/2013,1490.0,2270.0,1030.0
8/11/2013,1520.0,2140.0,1050.0
9/11/2013,1370.0,1950.0,1010.0
10/11/2013,1310.0,1840.0,950.0
11/11/2013,1200.0,1690.0,840.0
12/11/2013,1300.0,1980.0,988.0
13/11/2013,1320.0,2140.0,898.0
14/11/2013,1300.0,2190.0,849.0
15/11/2013,1200.0,2040.0,771.0
16/11/2013,1190.0,1810.0,805.0
17/11/2013,1130.0,1640.0,795.0
18/11/2013,1100.0,1320.0,776.0
19/11/2013,947.0,1090.0,690.0
20/11/2013,932.0,1090.0,691.0
21/11/2013,886.0,1040.0,631.0
22/11/2013,843.0,988.0,640.0
23/11/2013,799.0,974.0,668.0
24/11/2013,764.0,952.0,628.0
25/11/2013,658.0,892.0,535.0
26/11/2013,581.0,859.0,502.0
27/11/2013,609.0,979.0,491.0
28/11/2013,550.0,1010.0,442.0
29/11/2013,487.0,971.0,412.0
30/11/2013,542.0,1000.0,497.0
31/11/2013,0.0,0.0,0.0
1/12/2013,628.0,959.0,484.0
2/12/2013,685.0,987.0,508.0
3/12/2013,819.0,1150.0,598.0
4/12/2013,916.0,1220.0,673.0
5/12/2013,957.0,1280.0,700.0
6/12/2013,943.0,1220.0,710.0
7/12/2013,893.0,1120.0,701.0
8/12/2013,857.0,1060.0,603.0
9/12/2013,750.0,974.0,584.0
10/12/2013,650.0,911.0,508.0
11/12/2013,555.0,852.0,439.0
12/12/2013,488.0,806.0,407.0
13/12/2013,516.0,942.0,430.0
14/12/2013,652.0,1040.0,500.0
15/12/2013,776.0,1200.0,579.0
16/12/2013,736.0,1560.0,562.0
17/12/2013,1940.0,4080.0,1100.0
18/12/2013,2670.0,4630.0,1610.0
19/12/2013,2510.0,4180.0,1530.0
20/12/2013,2320.0,3830.0,1430.0
21/12/2013,1960.0,3130.0,1250.0
22/12/2013,1640.0,2540.0,1080.0
23/12/2013,1380.0,1870.0,920.0
24/12/2013,1030.0,1420.0,728.0
25/12/2013,759.0,1070.0,583.0
26/12/2013,610.0,962.0,495.0
27/12/2013,528.0,1000.0,438.0
28/12/2013,750.0,1450.0,544.0
29/12/2013,950.0,1430.0,660.0
30/12/2013,853.0,1010.0,614.0
31/12/2013,810.0,980.0,561.0
1/1/2014,785.0,1170.0,602.0
2/1/2014,864.0,1230.0,599.0
3/1/2014,948.0,1410.0,645.0
4/1/2014,1000.0,1390.0,611.0
5/1/2014,871.0,1280.0,545.0
6/1/2014,759.0,1210.0,570.0
7/1/2014,736.0,1150.0,518.0
8/1/2014,580.0,1160.0,445.0
9/1/2014,418.0,1090.0,331.0
10/1/2014,499.0,1230.0,360.0
11/1/2014,772.0,1370.0,540.0
12/1/2014,1090.0,1980.0,683.0
13/1/2014,1510.0,2560.0,821.0
14/1/2014,1730.0,2790.0,995.0
15/1/2014,1930.0,2960.0,1090.0
16/1/2014,2000.0,2950.0,1170.0
17/1/2014,1950.0,2860.0,1140.0
18/1/2014,1770.0,2630.0,1040.0
19/1/2014,1270.0,1740.0,811.0
20/1/2014,734.0,978.0,565.0
21/1/2014,390.0,786.0,363.0
22/1/2014,302.0,789.0,326.0
23/1/2014,713.0,1800.0,511.0
24/1/2014,1510.0,2710.0,848.0
25/1/2014,1890.0,3040.0,1030.0
26/1/2014,1950.0,3110.0,1100.0
27/1/2014,2030.0,3160.0,1130.0
28/1/2014,2080.0,3170.0,1190.0
29/1/2014,2140.0,3080.0,1220.0
30/1/2014,1780.0,2210.0,996.0
31/1/2014,1010.0,1200.0,701.0
1/2/2014,683.0,930.0,519.0
2/2/2014,616.0,775.0,449.0
3/2/2014,433.0,702.0,392.0
4/2/2014,281.0,665.0,320.0
5/2/2014,277.0,716.0,307.0
6/2/2014,924.0,1990.0,581.0
