year,month,discharge,pre_1,pre_2,pre_3,pre_4,pre_5
1944,8,27.27736089480391,36.216904997876256,67.87484071924112,119.43933172872718,246.4675067251876,229.30765963471615
1944,9,25.52173297465666,27.27736089480391,36.216904997876256,67.87484071924112,119.43933172872718,246.4675067251876
1944,10,24.836471754212095,25.52173297465666,27.27736089480391,36.216904997876256,67.87484071924112,119.43933172872718
1944,11,58.615319269432256,24.836471754212095,25.52173297465666,27.27736089480391,36.216904997876256,67.87484071924112
1944,12,61.163811411581484,58.615319269432256,24.836471754212095,25.52173297465666,27.27736089480391,36.216904997876256
1945,1,223.89919297748833,61.163811411581484,58.615319269432256,24.836471754212095,25.52173297465666,27.27736089480391
1945,2,520.4587285855869,223.89919297748833,61.163811411581484,58.615319269432256,24.836471754212095,25.52173297465666
1945,3,404.0775874274388,520.4587285855869,223.89919297748833,61.163811411581484,58.615319269432256,24.836471754212095
1945,4,347.16126291943937,404.0775874274388,520.4587285855869,223.89919297748833,61.163811411581484,58.615319269432256
1945,5,269.0924536316013,347.16126291943937,404.0775874274388,520.4587285855869,223.89919297748833,61.163811411581484
1945,6,98.48506300438908,269.0924536316013,347.16126291943937,404.0775874274388,520.4587285855869,223.89919297748833
1945,7,39.75647741752797,98.48506300438908,269.0924536316013,347.16126291943937,404.0775874274388,520.4587285855869
1945,8,28.741328047571855,39.75647741752797,98.48506300438908,269.0924536316013,347.16126291943937,404.0775874274388
1945,9,27.82103921846241,28.741328047571855,39.75647741752797,98.48506300438908,269.0924536316013,347.16126291943937
1945,10,27.353815659068385,27.82103921846241,28.741328047571855,39.75647741752797,98.48506300438908,269.0924536316013
1945,11,346.0285997451508,27.353815659068385,27.82103921846241,28.741328047571855,39.75647741752797,98.48506300438908
1945,12,652.6971541837746,346.0285997451508,27.353815659068385,27.82103921846241,28.741328047571855,39.75647741752797
1946,1,595.2144980886309,652.6971541837746,346.0285997451508,27.353815659068385,27.82103921846241,28.741328047571855
1946,2,357.3552314880363,595.2144980886309,652.6971541837746,346.0285997451508,27.353815659068385,27.82103921846241
1946,3,429.5625088489311,357.3552314880363,595.2144980886309,652.6971541837746,346.0285997451508,27.353815659068385
1946,4,178.4227665298032,429.5625088489311,357.3552314880363,595.2144980886309,652.6971541837746,346.0285997451508
1946,5,146.84978054651,178.4227665298032,429.5625088489311,357.3552314880363,595.2144980886309,652.6971541837746
1946,6,93.72787767237719,146.84978054651,178.4227665298032,429.5625088489311,357.3552314880363,595.2144980886309
1946,7,46.184340931615466,93.72787767237719,146.84978054651,178.4227665298032,429.5625088489311,357.3552314880363
1946,8,32.25258388786635,46.184340931615466,93.72787767237719,146.84978054651,178.4227665298032,429.5625088489311
1946,9,30.355373070933034,32.25258388786635,46.184340931615466,93.72787767237719,146.84978054651,178.4227665298032
1946,10,45.07999433668413,30.355373070933034,32.25258388786635,46.184340931615466,93.72787767237719,146.84978054651
1946,11,326.77332578224554,45.07999433668413,30.355373070933034,32.25258388786635,46.184340931615466,93.72787767237719
1946,12,308.6507149936288,326.77332578224554,45.07999433668413,30.355373070933034,32.25258388786635,46.184340931615466
1947,1,195.07291519184483,308.6507149936288,326.77332578224554,45.07999433668413,30.355373070933034,32.25258388786635
1947,2,349.9929208551607,195.07291519184483,308.6507149936288,326.77332578224554,45.07999433668413,30.355373070933034
1947,3,305.5358912643353,349.9929208551607,195.07291519184483,308.6507149936288,326.77332578224554,45.07999433668413
1947,4,311.48237292935016,305.5358912643353,349.9929208551607,195.07291519184483,308.6507149936288,326.77332578224554
1947,5,84.12855727028176,311.48237292935016,305.5358912643353,349.9929208551607,195.07291519184483,308.6507149936288
1947,6,107.88616735098401,84.12855727028176,311.48237292935016,305.5358912643353,349.9929208551607,195.07291519184483
1947,7,55.30227948463826,107.88616735098401,84.12855727028176,311.48237292935016,305.5358912643353,349.9929208551607
1947,8,45.36316013025627,55.30227948463826,107.88616735098401,84.12855727028176,311.48237292935016,305.5358912643353
1947,9,34.857709188730006,45.36316013025627,55.30227948463826,107.88616735098401,84.12855727028176,311.48237292935016
1947,10,101.99631884468357,34.857709188730006,45.36316013025627,55.30227948463826,107.88616735098401,84.12855727028176
1947,11,282.82599461984995,101.99631884468357,34.857709188730006,45.36316013025627,55.30227948463826,107.88616735098401
1947,12,213.96007362310635,282.82599461984995,101.99631884468357,34.857709188730006,45.36316013025627,55.30227948463826
1948,1,682.9958940959932,213.96007362310635,282.82599461984995,101.99631884468357,34.857709188730006,45.36316013025627
1948,2,460.99391193543823,682.9958940959932,213.96007362310635,282.82599461984995,101.99631884468357,34.857709188730006
1948,3,383.4064844966728,460.99391193543823,682.9958940959932,213.96007362310635,282.82599461984995,101.99631884468357
1948,4,329.32181792439474,383.4064844966728,460.99391193543823,682.9958940959932,213.96007362310635,282.82599461984995
1948,5,245.24989381282742,329.32181792439474,383.4064844966728,460.99391193543823,682.9958940959932,213.96007362310635
1948,6,160.86648732833075,245.24989381282742,329.32181792439474,383.4064844966728,460.99391193543823,682.9958940959932
1948,7,67.90315729859833,160.86648732833075,245.24989381282742,329.32181792439474,383.4064844966728,460.99391193543823
1948,8,43.04120062296475,67.90315729859833,160.86648732833075,245.24989381282742,329.32181792439474,383.4064844966728
1948,9,41.45547217896078,43.04120062296475,67.90315729859833,160.86648732833075,245.24989381282742,329.32181792439474
1948,10,43.154466940393604,41.45547217896078,43.04120062296475,67.90315729859833,160.86648732833075,245.24989381282742
1948,11,122.66742177544954,43.154466940393604,41.45547217896078,43.04120062296475,67.90315729859833,160.86648732833075
1948,12,544.2446552456464,122.66742177544954,43.154466940393604,41.45547217896078,43.04120062296475,67.90315729859833
1949,1,141.63952994478268,544.2446552456464,122.66742177544954,43.154466940393604,41.45547217896078,43.04120062296475
1949,2,585.5868611071783,141.63952994478268,544.2446552456464,122.66742177544954,43.154466940393604,41.45547217896078
1949,3,344.89593657086226,585.5868611071783,141.63952994478268,544.2446552456464,122.66742177544954,43.154466940393604
1949,4,225.39997168342066,344.89593657086226,585.5868611071783,141.63952994478268,544.2446552456464,122.66742177544954
1949,5,267.7332578224551,225.39997168342066,344.89593657086226,585.5868611071783,141.63952994478268,544.2446552456464
1949,6,90.38652130822597,267.7332578224551,225.39997168342066,344.89593657086226,585.5868611071783,141.63952994478268
1949,7,44.96672801925528,90.38652130822597,267.7332578224551,225.39997168342066,344.89593657086226,585.5868611071783
1949,8,33.809995752513096,44.96672801925528,90.38652130822597,267.7332578224551,225.39997168342066,344.89593657086226
1949,9,33.385247062154896,33.809995752513096,44.96672801925528,90.38652130822597,267.7332578224551,225.39997168342066
1949,10,46.66572278068809,33.385247062154896,33.809995752513096,44.96672801925528,90.38652130822597,267.7332578224551
1949,11,77.02109585162113,46.66572278068809,33.385247062154896,33.809995752513096,44.96672801925528,90.38652130822597
1949,12,167.74741611213366,77.02109585162113,46.66572278068809,33.385247062154896,33.809995752513096,44.96672801925528
1950,1,643.9190145830385,167.74741611213366,77.02109585162113,46.66572278068809,33.385247062154896,33.809995752513096
1950,2,531.2190287413281,643.9190145830385,167.74741611213366,77.02109585162113,46.66572278068809,33.385247062154896
1950,3,571.9949030157157,531.2190287413281,643.9190145830385,167.74741611213366,77.02109585162113,46.66572278068809
1950,4,268.55443862381424,571.9949030157157,531.2190287413281,643.9190145830385,167.74741611213366,77.02109585162113
1950,5,211.24168200481384,268.55443862381424,571.9949030157157,531.2190287413281,643.9190145830385,167.74741611213366
1950,6,158.31799518618152,211.24168200481384,268.55443862381424,571.9949030157157,531.2190287413281,643.9190145830385
1950,7,62.466374062013315,158.31799518618152,211.24168200481384,268.55443862381424,571.9949030157157,531.2190287413281
1950,8,38.906980036811554,62.466374062013315,158.31799518618152,211.24168200481384,268.55443862381424,571.9949030157157
1950,9,34.489593657086225,38.906980036811554,62.466374062013315,158.31799518618152,211.24168200481384,268.55443862381424
1950,10,402.09542687243385,34.489593657086225,38.906980036811554,62.466374062013315,158.31799518618152,211.24168200481384
1950,11,520.741894379159,402.09542687243385,34.489593657086225,38.906980036811554,62.466374062013315,158.31799518618152
1950,12,543.9614894520743,520.741894379159,402.09542687243385,34.489593657086225,38.906980036811554,62.466374062013315
1951,1,784.9355797819624,543.9614894520743,520.741894379159,402.09542687243385,34.489593657086225,38.906980036811554
1951,2,572.56123460286,784.9355797819624,543.9614894520743,520.741894379159,402.09542687243385,34.489593657086225
1951,3,393.60045306526973,572.56123460286,784.9355797819624,543.9614894520743,520.741894379159,402.09542687243385
1951,4,186.54962480532353,393.60045306526973,572.56123460286,784.9355797819624,543.9614894520743,520.741894379159
1951,5,166.44485346170183,186.54962480532353,393.60045306526973,572.56123460286,784.9355797819624,543.9614894520743
1951,6,69.97026759167493,166.44485346170183,186.54962480532353,393.60045306526973,572.56123460286,784.9355797819624
1951,7,44.79682854311199,69.97026759167493,166.44485346170183,186.54962480532353,393.60045306526973,572.56123460286
1951,8,32.3658502052952,44.79682854311199,69.97026759167493,166.44485346170183,186.54962480532353,393.60045306526973
1951,9,31.006654396148946,32.3658502052952,44.79682854311199,69.97026759167493,166.44485346170183,186.54962480532353
1951,10,115.1352116664307,31.006654396148946,32.3658502052952,44.79682854311199,69.97026759167493,166.44485346170183
1951,11,227.7785643494266,115.1352116664307,31.006654396148946,32.3658502052952,44.79682854311199,69.97026759167493
1951,12,718.3916182925103,227.7785643494266,115.1352116664307,31.006654396148946,32.3658502052952,44.79682854311199
1952,1,434.09316154608524,718.3916182925103,227.7785643494266,115.1352116664307,31.006654396148946,32.3658502052952
1952,2,572.56123460286,434.09316154608524,718.3916182925103,227.7785643494266,115.1352116664307,31.006654396148946
1952,3,390.2024635424041,572.56123460286,434.09316154608524,718.3916182925103,227.7785643494266,115.1352116664307
1952,4,325.35749681438483,390.2024635424041,572.56123460286,434.09316154608524,718.3916182925103,227.7785643494266
1952,5,196.68696021520603,325.35749681438483,390.2024635424041,572.56123460286,434.09316154608524,718.3916182925103
1952,6,132.40832507433103,196.68696021520603,325.35749681438483,390.2024635424041,572.56123460286,434.09316154608524
1952,7,82.28797961206287,132.40832507433103,196.68696021520603,325.35749681438483,390.2024635424041,572.56123460286
1952,8,40.57765821888716,82.28797961206287,132.40832507433103,196.68696021520603,325.35749681438483,390.2024635424041
1952,9,36.330171315305115,40.57765821888716,82.28797961206287,132.40832507433103,196.68696021520603,325.35749681438483
1952,10,32.53574968143848,36.330171315305115,40.57765821888716,82.28797961206287,132.40832507433103,196.68696021520603
1952,11,38.25569871159564,32.53574968143848,36.330171315305115,40.57765821888716,82.28797961206287,132.40832507433103
1952,12,241.2572561234603,38.25569871159564,32.53574968143848,36.330171315305115,40.57765821888716,82.28797961206287
1953,1,918.3066685544387,241.2572561234603,38.25569871159564,32.53574968143848,36.330171315305115,40.57765821888716
1953,2,647.6001698994762,918.3066685544387,241.2572561234603,38.25569871159564,32.53574968143848,36.330171315305115
1953,3,327.0564915758177,647.6001698994762,918.3066685544387,241.2572561234603,38.25569871159564,32.53574968143848
1953,4,186.74784086082403,327.0564915758177,647.6001698994762,918.3066685544387,241.2572561234603,38.25569871159564
1953,5,314.3140308650715,186.74784086082403,327.0564915758177,647.6001698994762,918.3066685544387,241.2572561234603
1953,6,269.7437349568172,314.3140308650715,186.74784086082403,327.0564915758177,647.6001698994762,918.3066685544387
1953,7,80.84383406484497,269.7437349568172,314.3140308650715,186.74784086082403,327.0564915758177,647.6001698994762
1953,8,50.771626787484074,80.84383406484497,269.7437349568172,314.3140308650715,186.74784086082403,327.0564915758177
1953,9,43.29604983717967,50.771626787484074,80.84383406484497,269.7437349568172,314.3140308650715,186.74784086082403
1953,10,51.05479258105621,43.29604983717967,50.771626787484074,80.84383406484497,269.7437349568172,314.3140308650715
1953,11,434.3763273396574,51.05479258105621,43.29604983717967,50.771626787484074,80.84383406484497,269.7437349568172
1953,12,630.3270564915758,434.3763273396574,51.05479258105621,43.29604983717967,50.771626787484074,80.84383406484497
1954,1,777.5732691490869,630.3270564915758,434.3763273396574,51.05479258105621,43.29604983717967,50.771626787484074
1954,2,599.1788191986409,777.5732691490869,630.3270564915758,434.3763273396574,51.05479258105621,43.29604983717967
1954,3,229.27934305535894,599.1788191986409,777.5732691490869,630.3270564915758,434.3763273396574,51.05479258105621
1954,4,293.64292793430553,229.27934305535894,599.1788191986409,777.5732691490869,630.3270564915758,434.3763273396574
1954,5,125.04601444145548,293.64292793430553,229.27934305535894,599.1788191986409,777.5732691490869,630.3270564915758
1954,6,103.63868044740197,125.04601444145548,293.64292793430553,229.27934305535894,599.1788191986409,777.5732691490869
1954,7,56.37830950021238,103.63868044740197,125.04601444145548,293.64292793430553,229.27934305535894,599.1788191986409
1954,8,46.55245646325924,56.37830950021238,103.63868044740197,125.04601444145548,293.64292793430553,229.27934305535894
1954,9,43.83406484496673,46.55245646325924,56.37830950021238,103.63868044740197,125.04601444145548,293.64292793430553
1954,10,41.936854028033416,43.83406484496673,46.55245646325924,56.37830950021238,103.63868044740197,125.04601444145548
1954,11,54.19793288970693,41.936854028033416,43.83406484496673,46.55245646325924,56.37830950021238,103.63868044740197
1954,12,153.1077445844542,54.19793288970693,41.936854028033416,43.83406484496673,46.55245646325924,56.37830950021238
1955,1,289.1122752371514,153.1077445844542,54.19793288970693,41.936854028033416,43.83406484496673,46.55245646325924
1955,2,235.11255840294493,289.1122752371514,153.1077445844542,54.19793288970693,41.936854028033416,43.83406484496673
1955,3,338.3831233187031,235.11255840294493,289.1122752371514,153.1077445844542,54.19793288970693,41.936854028033416
1955,4,407.47557695030446,338.3831233187031,235.11255840294493,289.1122752371514,153.1077445844542,54.19793288970693
1955,5,261.8150927367974,407.47557695030446,338.3831233187031,235.11255840294493,289.1122752371514,153.1077445844542
1955,6,137.47699277927228,261.8150927367974,407.47557695030446,338.3831233187031,235.11255840294493,289.1122752371514
1955,7,58.218887158431265,137.47699277927228,261.8150927367974,407.47557695030446,338.3831233187031,235.11255840294493
1955,8,34.744442871301146,58.218887158431265,137.47699277927228,261.8150927367974,407.47557695030446,338.3831233187031
1955,9,34.29137760158573,34.744442871301146,58.218887158431265,137.47699277927228,261.8150927367974,407.47557695030446
1955,10,56.77474161121337,34.29137760158573,34.744442871301146,58.218887158431265,137.47699277927228,261.8150927367974
1955,11,298.739912218604,56.77474161121337,34.29137760158573,34.744442871301146,58.218887158431265,137.47699277927228
1955,12,1315.305111142574,298.739912218604,56.77474161121337,34.29137760158573,34.744442871301146,58.218887158431265
1956,1,988.2486195667564,1315.305111142574,298.739912218604,56.77474161121337,34.29137760158573,34.744442871301146
1956,2,463.54240407758743,988.2486195667564,1315.305111142574,298.739912218604,56.77474161121337,34.29137760158573
1956,3,496.10647033838313,463.54240407758743,988.2486195667564,1315.305111142574,298.739912218604,56.77474161121337
1956,4,330.4544810986833,496.10647033838313,463.54240407758743,988.2486195667564,1315.305111142574,298.739912218604
1956,5,274.4442871301147,330.4544810986833,496.10647033838313,463.54240407758743,988.2486195667564,1315.305111142574
1956,6,149.99292085516072,274.4442871301147,330.4544810986833,496.10647033838313,463.54240407758743,988.2486195667564
1956,7,66.20416253716552,149.99292085516072,274.4442871301147,330.4544810986833,496.10647033838313,463.54240407758743
1956,8,42.16338666289113,66.20416253716552,149.99292085516072,274.4442871301147,330.4544810986833,496.10647033838313
1956,9,36.44343763273397,42.16338666289113,66.20416253716552,149.99292085516072,274.4442871301147,330.4544810986833
1956,10,117.08905564207845,36.44343763273397,42.16338666289113,66.20416253716552,149.99292085516072,274.4442871301147
1956,11,161.03638680447403,117.08905564207845,36.44343763273397,42.16338666289113,66.20416253716552,149.99292085516072
1956,12,453.3484355089905,161.03638680447403,117.08905564207845,36.44343763273397,42.16338666289113,66.20416253716552
1957,1,167.15276794563218,453.3484355089905,161.03638680447403,117.08905564207845,36.44343763273397,42.16338666289113
1957,2,466.0908962197367,167.15276794563218,453.3484355089905,161.03638680447403,117.08905564207845,36.44343763273397
1957,3,622.9647458587003,466.0908962197367,167.15276794563218,453.3484355089905,161.03638680447403,117.08905564207845
1957,4,257.17117372221435,622.9647458587003,466.0908962197367,167.15276794563218,453.3484355089905,161.03638680447403
1957,5,141.75279626221155,257.17117372221435,622.9647458587003,466.0908962197367,167.15276794563218,453.3484355089905
1957,6,75.0955684553306,141.75279626221155,257.17117372221435,622.9647458587003,466.0908962197367,167.15276794563218
1957,7,42.02180376610506,75.0955684553306,141.75279626221155,257.17117372221435,622.9647458587003,466.0908962197367
1957,8,35.0559252442305,42.02180376610506,75.0955684553306,141.75279626221155,257.17117372221435,622.9647458587003
1957,9,34.489593657086225,35.0559252442305,42.02180376610506,75.0955684553306,141.75279626221155,257.17117372221435
1957,10,63.400821180801366,34.489593657086225,35.0559252442305,42.02180376610506,75.0955684553306,141.75279626221155
1957,11,143.05535891264336,63.400821180801366,34.489593657086225,35.0559252442305,42.02180376610506,75.0955684553306
1957,12,626.6459011751381,143.05535891264336,63.400821180801366,34.489593657086225,35.0559252442305,42.02180376610506
1958,1,593.5155033271981,626.6459011751381,143.05535891264336,63.400821180801366,34.489593657086225,35.0559252442305
1958,2,884.6099391193544,593.5155033271981,626.6459011751381,143.05535891264336,63.400821180801366,34.489593657086225
1958,3,260.20104771343625,884.6099391193544,593.5155033271981,626.6459011751381,143.05535891264336,63.400821180801366
1958,4,306.95172023219595,260.20104771343625,884.6099391193544,593.5155033271981,626.6459011751381,143.05535891264336
1958,5,139.4025201755628,306.95172023219595,260.20104771343625,884.6099391193544,593.5155033271981,626.6459011751381
1958,6,149.5681721648025,139.4025201755628,306.95172023219595,260.20104771343625,884.6099391193544,593.5155033271981
1958,7,57.00127424607108,149.5681721648025,139.4025201755628,306.95172023219595,260.20104771343625,884.6099391193544
1958,8,37.51946764830809,57.00127424607108,149.5681721648025,139.4025201755628,306.95172023219595,260.20104771343625
1958,9,34.26306102222852,37.51946764830809,57.00127424607108,149.5681721648025,139.4025201755628,306.95172023219595
1958,10,35.537307093303134,34.26306102222852,37.51946764830809,57.00127424607108,149.5681721648025,139.4025201755628
1958,11,177.94138468073058,35.537307093303134,34.26306102222852,37.51946764830809,57.00127424607108,149.5681721648025
1958,12,175.22299306243806,177.94138468073058,35.537307093303134,34.26306102222852,37.51946764830809,57.00127424607108
1959,1,570.8622398414271,175.22299306243806,177.94138468073058,35.537307093303134,34.26306102222852,37.51946764830809
1959,2,477.70069375619426,570.8622398414271,175.22299306243806,177.94138468073058,35.537307093303134,34.26306102222852
1959,3,259.8612487611497,477.70069375619426,570.8622398414271,175.22299306243806,177.94138468073058,35.537307093303134
1959,4,207.10746141866065,259.8612487611497,477.70069375619426,570.8622398414271,175.22299306243806,177.94138468073058
1959,5,143.5084241823588,207.10746141866065,259.8612487611497,477.70069375619426,570.8622398414271,175.22299306243806
1959,6,69.34730284581623,143.5084241823588,207.10746141866065,259.8612487611497,477.70069375619426,570.8622398414271
1959,7,37.406201330879234,69.34730284581623,143.5084241823588,207.10746141866065,259.8612487611497,477.70069375619426
1959,8,33.017131530511115,37.406201330879234,69.34730284581623,143.5084241823588,207.10746141866065,259.8612487611497
1959,9,34.65949313322951,33.017131530511115,37.406201330879234,69.34730284581623,143.5084241823588,207.10746141866065
1959,10,53.82981735806315,34.65949313322951,33.017131530511115,37.406201330879234,69.34730284581623,143.5084241823588
1959,11,46.92057199490302,53.82981735806315,34.65949313322951,33.017131530511115,37.406201330879234,69.34730284581623
1959,12,63.032705649157585,46.92057199490302,53.82981735806315,34.65949313322951,33.017131530511115,37.406201330879234
1960,1,172.27806880928784,63.032705649157585,46.92057199490302,53.82981735806315,34.65949313322951,33.017131530511115
1960,2,499.22129406767664,172.27806880928784,63.032705649157585,46.92057199490302,53.82981735806315,34.65949313322951
