wind,max_temp,min_temp,solar_r,humidity,discharge,rain,water_level
0.9167,27.2,27.2,22.249,0.75,17.3333,2.4,515.3133
0.9167,27.0667,27.0667,22.0923,0.78,17.6,2.4,515.3167
0.8333,27.3667,27.3667,22.5497,0.7633,19.8,0.0,515.3433
0.9167,28.0,28.0,23.775,0.73,21.4,0.0,515.3633
1.0833,28.2667,28.2667,23.1053,0.7067,22.0,0.0,515.37
1.4167,28.3,28.3,21.77,0.6967,20.3667,0.0,515.35
1.5833,28.2667,28.2667,21.252,0.6933,21.4333,0.0,515.3633
1.5833,28.1,28.1,21.706,0.6933,21.1333,0.0,515.36
1.4167,27.0667,27.0667,20.068,0.73,21.1333,4.6333,515.36
1.0833,26.3,26.3,19.3467,0.7533,24.7333,4.6333,515.4
0.9167,26.2,26.2,20.663,0.7433,26.9,4.6333,515.4267
0.75,26.8333,26.8333,24.4763,0.6867,27.9667,0.0,515.44
0.75,27.4333,27.4333,26.4517,0.64,22.1667,0.0,515.3733
0.9167,27.5333,27.5333,25.982,0.63,19.2,0.0,515.3367
1.0833,27.5,27.5,22.9223,0.6633,16.5667,0.0,515.3033
1.25,27.1333,27.1333,21.539,0.7,15.3,0.0,515.2867
1.25,27.2,27.2,21.3747,0.7,17.1667,0.0,515.31
1.3333,27.6,27.6,23.596,0.6767,18.7333,0.0,515.33
1.4167,27.6667,27.6667,24.4957,0.6867,20.0,11.7333,515.3467
1.5833,26.9333,26.9333,21.803,0.7567,23.2333,13.2667,515.3833
1.6667,26.3667,26.3667,17.647,0.8267,26.9,14.8,515.4267
1.1667,25.7333,25.7333,13.1907,0.8867,29.6333,5.2667,515.46
0.5833,25.3667,25.3667,11.1667,0.9233,27.5,18.5,515.4367
0.3333,25.4,25.4,13.6327,0.91,31.0,16.9667,515.4733
0.6667,25.8667,25.8667,16.5497,0.8833,32.5,14.7667,515.49
0.8333,26.4333,26.4333,17.755,0.8533,34.0,0.0,515.5067
0.6667,26.8,26.8,18.499,0.85,30.8,0.0,515.4733
0.8333,26.8333,26.8333,16.178,0.86,29.0333,0.2333,515.4533
1.1667,26.9333,26.9333,17.578,0.8433,26.1667,0.2333,515.42
1.1667,26.4,26.4,15.1093,0.84,24.3667,0.4,515.4
0.8333,26.1,26.1,16.2063,0.8167,27.1,0.1667,515.43
0.6667,25.7,25.7,15.647,0.8233,30.9333,9.4333,515.4733
0.8333,25.9333,25.9333,16.1417,0.8333,32.7333,12.2667,515.4933
0.9167,25.8333,25.8333,14.484,0.85,31.7667,12.6,515.4833
0.8333,25.5667,25.5667,12.3287,0.8833,29.9,4.6667,515.4633
0.8333,24.9333,24.9333,12.6717,0.8967,30.8667,8.9667,515.4733
0.9167,25.1,25.1,16.809,0.8733,36.7667,10.8333,515.5333
0.75,25.7,25.7,19.7487,0.8233,42.1667,9.5,515.59
0.5,26.4,26.4,20.8877,0.7867,42.8,2.5333,515.5967
0.5833,26.5,26.5,17.8383,0.7833,36.5667,0.3333,515.5333
0.9167,26.3667,26.3667,17.2333,0.7967,31.1667,0.3333,515.4767
1.25,26.1333,26.1333,15.3847,0.8233,27.5,0.6667,515.4367
1.25,25.9667,25.9667,18.4617,0.84,28.4667,10.7333,515.4467
1.1667,26.0667,26.0667,20.94,0.8333,27.8667,10.7333,515.44
1.0833,26.2333,26.2333,23.4683,0.8267,27.0333,10.1333,515.43
0.6667,26.5333,26.5333,21.6227,0.8233,23.5333,0.0667,515.39
0.3333,26.8333,26.8333,20.7707,0.81,21.9333,0.0667,515.37
0.5,26.7,26.7,20.565,0.8033,21.1667,0.0333,515.36
1.0,26.9667,26.9667,22.5923,0.7867,23.1333,1.3,515.3833
1.1667,27.0,27.0,21.6447,0.7933,26.2333,1.3,515.42
0.8333,27.1333,27.1333,20.8957,0.79,28.4,1.2667,515.4467
0.4167,27.3,27.3,21.137,0.7933,29.9333,0.0,515.4633
0.3333,27.5,27.5,23.0147,0.79,28.4333,0.0,515.4467
0.5,27.6333,27.6333,23.4563,0.79,27.0333,0.0,515.43
0.75,27.1,27.1,22.907,0.7867,23.3,0.0,515.3867
1.0,26.8,26.8,21.6163,0.79,21.4333,2.8,515.3633
1.0,27.0,27.0,21.366,0.7867,20.3667,5.0667,515.35
1.0,27.0,27.0,20.027,0.8033,19.5,5.0667,515.34
1.0,27.0333,27.0333,20.7177,0.8133,18.9,2.2667,515.3333
1.0,26.8333,26.8333,20.469,0.83,18.3333,0.0,515.3267
1.0,26.6667,26.6667,19.7257,0.8433,19.2,1.4,515.3367
1.4167,26.4333,26.4333,17.1023,0.8433,19.8,1.4,515.3433
1.8333,26.1,26.1,15.8153,0.84,20.9333,1.4,515.3567
1.75,25.7667,25.7667,13.4397,0.84,22.5333,0.0667,515.3767
1.25,25.3,25.3,13.044,0.8533,25.9,0.8667,515.4167
0.75,24.8667,24.8667,11.8067,0.8667,31.2,1.3,515.4767
0.75,24.8333,24.8333,11.7573,0.8733,36.2,8.9333,515.53
1.0,24.5333,24.5333,13.4913,0.8767,41.7667,17.6667,515.5867
1.25,24.6,24.6,15.1763,0.87,48.1,25.3,515.6467
1.25,24.6333,24.6333,17.0597,0.8567,49.8,19.3,515.6633
1.0,24.8,24.8,16.9137,0.8533,44.8667,10.9,515.6133
0.6667,24.8667,24.8667,16.5687,0.8567,36.6333,3.5,515.5333
0.5833,25.1,25.1,17.216,0.8533,31.1,1.8,515.4767
0.6667,25.3,25.3,17.3187,0.8533,28.9667,1.8667,515.4533
0.8333,24.8,24.8,16.9243,0.8733,27.4667,17.5667,515.4367
1.0,24.3667,24.3667,17.7723,0.8867,28.1,17.7,515.4433
1.0,24.2667,24.2667,17.5777,0.89,27.8333,21.9667,515.44
0.9167,24.9667,24.9667,17.8783,0.87,26.4333,5.6,515.4233
0.8333,25.4333,25.4333,14.9993,0.8633,23.0333,5.4667,515.3833
1.0,25.8667,25.8667,16.3477,0.85,21.1333,0.0,515.36
1.25,26.2333,26.2333,18.343,0.8333,19.7667,0.0,515.3433
1.75,26.3667,26.3667,21.0847,0.8267,18.6333,0.0,515.33
2.0,26.4,26.4,20.793,0.82,17.8333,0.5333,515.32
2.1667,26.0,26.0,21.3487,0.84,17.5667,7.5333,515.3167
2.0833,26.3,26.3,22.8027,0.8367,18.7,7.5333,515.33
1.75,26.6667,26.6667,23.9587,0.8333,20.8667,7.0,515.3567
1.5,27.0667,27.0667,23.0177,0.8267,21.7333,0.0,515.3667
1.0,27.0667,27.0667,22.1273,0.8133,20.6,0.0,515.3533
0.75,26.9,26.9,22.3373,0.8067,18.2,0.0,515.3233
0.8333,26.8,26.8,22.945,0.7933,16.5667,0.0,515.3033
1.1667,26.7667,26.7667,23.1033,0.8,15.5667,0.0,515.29
1.5,26.8,26.8,22.4117,0.8,15.0333,0.0,515.2833
1.5,26.6667,26.6667,22.0183,0.8167,14.5333,1.5667,515.2767
1.3333,26.1333,26.1333,21.123,0.8167,15.5333,1.5667,515.29
1.1667,25.6333,25.6333,21.1317,0.83,17.4,2.8333,515.3133
1.1667,25.3,25.3,20.1333,0.8267,18.6667,5.4667,515.33
1.3333,25.5667,25.5667,18.9323,0.8233,18.6667,5.4667,515.33
1.3333,25.6,25.6,16.021,0.8367,19.4333,5.2667,515.34
1.1667,25.7,25.7,16.529,0.8467,21.0667,7.8,515.36
1.0833,25.2333,25.2333,16.8847,0.87,23.2667,9.8667,515.3867
1.1667,24.9333,24.9333,18.5003,0.8733,23.2667,13.9333,515.3867
1.25,24.8333,24.8333,19.262,0.8667,24.6667,7.7333,515.4033
1.25,25.0333,25.0333,17.952,0.8633,28.9,6.5333,515.45
1.6667,24.9333,24.9333,16.1873,0.87,33.7,6.7333,515.5033
2.0833,24.8,24.8,13.816,0.88,34.5667,6.2,515.5133
2.0833,24.7333,24.7333,14.119,0.89,30.8667,5.3333,515.4733
1.6667,24.4,24.4,12.8533,0.9033,27.1667,2.6667,515.4333
1.25,24.1667,24.1667,11.3843,0.9067,30.3333,3.2,515.4667
1.25,23.8667,23.8667,11.4343,0.9033,32.8,3.2,515.4933
1.0833,24.3,24.3,13.915,0.87,33.1,0.5333,515.4967
0.9167,24.6,24.6,17.1067,0.8433,28.2333,0.1,515.4433
0.8333,24.9333,24.9333,18.7283,0.83,26.0667,0.1,515.42
0.9167,25.0333,25.0333,19.032,0.8267,29.4667,0.1,515.4567
1.4167,24.9,24.9,17.6093,0.8333,34.3333,6.7333,515.51
1.8333,24.7333,24.7333,17.3537,0.83,39.0333,6.7333,515.56
2.1667,24.6333,24.6333,15.979,0.8467,41.0,15.2667,515.58
2.0833,24.6667,24.6667,16.7883,0.85,48.2667,11.0667,515.6467
1.8333,24.3667,24.3667,15.1573,0.87,56.9667,18.5333,515.7233
1.6667,24.0667,24.0667,14.389,0.8733,61.3333,14.9333,515.7633
1.3333,24.0,24.0,16.0627,0.8667,56.8,12.4,515.7233
1.1667,24.4667,24.4667,18.855,0.8533,47.1,4.9333,515.6367
0.8333,24.7333,24.7333,22.1047,0.8467,39.2,0.0,515.56
0.6667,24.8,24.8,21.9457,0.8567,35.2,1.2,515.52
0.6667,24.9333,24.9333,22.8543,0.84,35.2,1.4,515.52
0.8333,25.2667,25.2667,21.726,0.84,35.8333,11.1333,515.5267
0.75,25.3667,25.3667,21.0037,0.8367,34.5667,9.9333,515.5133
0.5,25.5667,25.5667,18.4483,0.8467,31.1667,9.7333,515.4767
0.5,25.3667,25.3667,19.1497,0.84,29.0,2.8,515.4533
0.75,25.4,25.4,18.7307,0.8567,29.6667,17.1667,515.46
1.1667,24.7,24.7,17.9547,0.88,40.6667,35.5667,515.5667
1.3333,24.4333,24.4333,17.7373,0.89,50.9,56.9,515.6667
1.5,24.5,24.5,18.0787,0.8733,54.8,43.1667,515.7067
1.5,24.9667,24.9667,18.8777,0.8567,46.9,24.8,515.6333
1.8333,25.4667,25.4667,18.556,0.84,39.7667,0.6667,515.5667
2.1667,25.7667,25.7667,18.7413,0.84,35.8667,0.0333,515.5267
2.3333,25.6,25.6,18.8257,0.8467,33.9667,2.3,515.5067
2.1667,24.9,24.9,17.4363,0.8833,33.3333,2.3,515.5
2.25,24.1333,24.1333,13.9667,0.9033,33.0,6.9667,515.4967
2.5,23.6333,23.6333,13.9463,0.9133,35.8667,18.6667,515.5267
2.5833,23.5667,23.5667,13.2177,0.9133,38.8,25.5667,515.5567
2.4167,23.6,23.6,13.302,0.92,46.8333,26.3667,515.6333
2.25,24.1667,24.1667,12.5713,0.9167,59.6,19.1667,515.74
2.25,24.4333,24.4333,12.248,0.92,72.0,15.6,515.84
3.1667,24.7667,24.7667,12.835,0.9033,77.8333,10.1333,515.8867
4.0833,24.5,24.5,11.954,0.9033,77.3333,3.5667,515.8833
5.0,24.4333,24.4333,11.7817,0.8967,85.2667,9.5,515.9333
5.0,24.0667,24.0667,12.162,0.9233,97.2667,10.1667,516.0067
4.5833,24.0333,24.0333,11.3847,0.9233,105.6667,14.2667,516.06
4.1667,24.2333,24.2333,13.1703,0.91,102.0333,5.5667,516.0367
3.9167,24.2667,24.2667,12.493,0.9033,96.6333,15.4,516.0067
4.0833,24.2667,24.2667,13.523,0.9133,101.9667,15.4667,516.0333
3.9167,24.3,24.3,12.992,0.9,119.2667,15.4333,516.13
3.5833,24.8,24.8,16.965,0.8467,117.1333,4.9333,516.1167
2.8333,24.8333,24.8333,18.534,0.8333,100.3,10.2667,516.0133
2.4167,24.2333,24.2333,16.5597,0.8467,71.5,9.7333,515.8367
2.6667,23.8333,23.8333,13.133,0.87,59.9,9.7333,515.75
3.3333,24.1333,24.1333,13.7917,0.8567,55.9333,1.1333,515.72
3.6667,24.5,24.5,13.867,0.8567,54.8667,1.2,515.71
3.3333,24.0,24.0,12.549,0.8767,53.4,1.4,515.6967
3.0,22.7,22.7,8.898,0.9133,51.7,1.5667,515.68
3.0,21.5667,21.5667,8.774,0.9433,50.4333,7.7,515.67
2.9167,21.1333,21.1333,9.1923,0.9367,60.4333,8.1667,515.75
2.8333,22.0,22.0,13.5923,0.9,69.1667,6.8667,515.82
2.5,23.4333,23.4333,15.7753,0.8633,70.3333,2.7333,515.83
2.25,24.4333,24.4333,16.9713,0.85,60.7,2.9333,515.7533
1.9167,24.6,24.6,14.7197,0.86,52.6667,3.0,515.69
1.8333,24.2333,24.2333,12.8747,0.8767,54.2333,4.1333,515.7033
1.75,24.1667,24.1667,12.8867,0.8867,67.3,3.7333,515.8033
1.75,24.0667,24.0667,10.9997,0.89,84.7667,5.6667,515.9267
2.0,24.5333,24.5333,15.1407,0.8633,100.5,4.6667,516.0333
2.25,24.6333,24.6333,16.6997,0.86,101.5,4.2,516.04
2.5,25.1,25.1,20.195,0.8333,92.0667,2.2,515.98
2.5,24.8,24.8,19.5113,0.8333,78.4333,0.0,515.89
2.3333,25.1,25.1,20.5677,0.8267,66.6333,0.0,515.8033
2.1667,24.7667,24.7667,19.9383,0.85,62.1667,6.6667,515.77
2.1667,24.8,24.8,20.5063,0.8467,60.9,7.1667,515.76
2.3333,23.9667,23.9667,16.8193,0.8467,59.7333,7.1667,515.75
2.25,23.2333,23.2333,14.4347,0.87,54.9667,7.9,515.71
2.0,22.3,22.3,9.9077,0.91,241.5333,25.2667,516.3733
2.5,22.1333,22.1333,9.4003,0.9167,340.0,28.0,516.8367
3.25,22.2333,22.2333,11.494,0.8733,411.3333,20.6,517.2067
3.25,22.4333,22.4333,15.854,0.8367,253.0,2.7333,516.7133
2.5,22.9,22.9,19.825,0.82,173.6667,0.0,516.38
1.8333,23.5667,23.5667,20.2913,0.8167,115.5,0.0,516.11
1.9167,24.3333,24.3333,20.0437,0.7933,91.7333,0.0,515.9733
2.0833,24.5667,24.5667,19.891,0.7733,77.9,0.0,515.8867
2.1667,24.5333,24.5333,20.583,0.7633,68.6667,0.0,515.82
2.0833,24.5,24.5,21.129,0.7667,61.8,0.0,515.7667
1.9167,24.2333,24.2333,21.303,0.77,56.1333,0.0,515.72
1.8333,23.8333,23.8333,21.568,0.7733,51.9333,0.0,515.6833
1.9167,23.6667,23.6667,21.5517,0.7767,48.6,0.0,515.6533
2.0833,23.8667,23.8667,21.677,0.77,45.7667,0.0,515.6267
2.1667,23.7,23.7,19.1363,0.76,44.0333,0.0,515.61
3.25,23.8667,23.8667,15.4553,0.7633,42.3333,0.0,515.5933
4.25,23.4,23.4,12.2423,0.81,43.3667,1.3333,515.6033
4.1667,23.4333,23.4333,10.1953,0.8367,63.3667,1.3333,515.7533
3.0833,23.1333,23.1333,10.7527,0.8367,74.3667,1.3333,515.8467
2.9167,23.4333,23.4333,12.5783,0.8033,76.9333,0.0,515.87
3.8333,23.3,23.3,16.8537,0.78,58.3333,0.0,515.7333
4.75,22.5,22.5,19.572,0.7667,49.0333,0.0,515.6567
4.75,21.8667,21.8667,18.399,0.7533,45.1,0.0,515.62
4.0833,21.2,21.2,14.074,0.82,43.3667,4.7,515.6033
3.4167,21.6667,21.6667,9.624,0.87,172.6667,12.5333,516.1567
3.0,22.5,22.5,8.021,0.8967,262.3333,12.5333,516.61
3.25,23.5333,23.5333,12.33,0.85,310.3333,7.8333,516.9033
3.25,24.1,24.1,15.427,0.8167,205.6667,0.0,516.52
3.0,23.7,23.7,16.2917,0.8167,133.6667,0.0,516.2033
3.0,23.2,23.2,11.9383,0.8633,114.0,11.8667,516.0867
3.25,22.8333,22.8333,8.7977,0.9067,464.0,21.1,516.96
3.6667,22.7667,22.7667,8.6367,0.94,617.6667,21.1,517.5167
3.8333,22.4667,22.4667,8.6167,0.9367,745.3333,21.2333,517.9533
5.0,22.0,22.0,9.302,0.9133,547.3333,12.0,517.59
6.0,21.3333,21.3333,8.178,0.8733,462.6667,12.0,517.3433
6.5833,20.6667,20.6667,8.2037,0.8733,368.0,1.3333,517.08
6.1667,20.1333,20.1333,8.007,0.9033,459.6667,35.5333,517.2433
4.6667,20.8333,20.8333,9.2573,0.92,516.3333,35.5333,517.4267
3.5833,22.2,22.2,11.947,0.8767,544.3333,34.2,517.5333
2.5833,23.5667,23.5667,15.633,0.83,344.0,0.0,517.06
2.6667,23.8333,23.8333,18.5277,0.8233,256.0,0.0,516.7567
3.0,24.1667,24.1667,19.109,0.8167,213.6667,0.0,516.59
3.25,24.3333,24.3333,18.5997,0.8,183.6667,0.0,516.46
3.1667,24.2333,24.2333,18.6123,0.77,161.3333,0.0,516.3567
2.8333,24.1333,24.1333,18.9763,0.76,143.6667,0.0,516.27
2.25,24.0,24.0,18.9507,0.76,137.3333,0.0,516.24
2.0,23.9667,23.9667,16.679,0.7667,150.3333,0.0,516.3
1.8333,23.5333,23.5333,14.2403,0.7767,162.3333,0.0,516.36
1.9167,22.4667,22.4667,10.6847,0.7867,175.6667,0.0,516.4233
2.0,21.6667,21.6667,11.4453,0.7733,170.3333,0.0,516.4
2.0,21.3,21.3,11.735,0.7633,161.3333,0.0,516.3533
1.6667,21.7333,21.7333,13.4903,0.7533,175.6667,0.0,516.4133
1.3333,21.2667,21.2667,11.7583,0.75,202.0,0.0,516.5267
0.75,19.7,19.7,10.16,0.8033,210.6667,1.8667,516.5733
0.5,18.7667,18.7667,8.2193,0.8133,185.6667,2.8667,516.4633
0.5,18.8,18.8,7.2693,0.8233,166.3333,2.8667,516.3833
0.75,19.6,19.6,9.1103,0.76,161.0,1.0,516.3567
1.0833,19.9333,19.9333,12.5393,0.7633,154.6667,0.0,516.3233
1.1667,20.4,20.4,15.282,0.7867,132.0,0.0,516.21
0.9167,21.0333,21.0333,17.4243,0.8067,118.3333,0.0,516.1367
0.5833,21.4667,21.4667,17.6373,0.8033,109.3333,0.0,516.0867
0.3333,22.3333,22.3333,18.5387,0.78,103.1333,0.0,516.05
0.4167,23.0,23.0,18.5837,0.7667,97.6333,0.0,516.0167
1.0833,22.9333,22.9333,19.36,0.7467,91.8,0.0,515.98
1.6667,22.0,22.0,18.7643,0.7333,85.5333,0.0,515.94
2.75,21.1333,21.1333,18.9867,0.73,80.6,0.0,515.9067
3.25,20.9,20.9,18.7387,0.7367,76.7667,0.0,515.88
3.6667,20.9667,20.9667,19.8233,0.75,74.4,0.0,515.8633
3.5833,21.4,21.4,19.3633,0.7533,71.6667,0.0,515.8433
2.8333,22.0,22.0,18.5597,0.7533,69.8333,0.0,515.83
2.1667,22.3,22.3,16.766,0.77,69.8333,0.0,515.83
1.5833,22.6333,22.6333,14.54,0.7733,74.5,0.0,515.8633
1.6667,22.5,22.5,14.125,0.7733,84.9,0.0,515.93
2.0833,22.0667,22.0667,12.1957,0.73,90.7,0.0,515.9667
2.4167,21.3,21.3,14.7627,0.6967,89.3667,0.0,515.9533
2.5833,20.1333,20.1333,16.2563,0.6833,80.6,0.0,515.8933
2.4167,19.2667,19.2667,19.219,0.69,73.9,0.0,515.8433
1.9167,18.5667,18.5667,19.1163,0.7,70.2,0.0,515.8133
1.5833,18.4,18.4,16.624,0.7133,67.8,0.0,515.7933
1.1667,18.8667,18.8667,15.258,0.72,65.8333,0.0,515.7767
1.0833,19.4333,19.4333,11.756,0.7367,64.6667,0.0,515.7667
0.9167,20.5667,20.5667,12.5227,0.7333,63.9,0.0,515.76
0.8333,21.6333,21.6333,11.4537,0.7433,63.9,0.0,515.76
0.9167,22.0,22.0,11.9987,0.7333,66.6667,0.0,515.7833
1.0833,22.1,22.1,11.2827,0.7167,69.8333,0.0,515.81
1.5,22.3667,22.3667,12.0537,0.71,70.6,0.0,515.8167
1.75,22.3333,22.3333,15.6933,0.71,68.2,0.0,515.7967
2.4167,21.7667,21.7667,18.551,0.7133,64.6667,0.0,515.7667
2.8333,21.0,21.0,21.414,0.7133,63.1667,0.0,515.7533
2.8333,21.2333,21.2333,21.5507,0.7167,61.3333,0.0,515.7367
2.4167,21.8333,21.8333,20.0447,0.7367,60.2333,0.0,515.7267
1.6667,22.2,22.2,18.134,0.7467,59.5,0.0,515.72
1.3333,22.7,22.7,16.8467,0.7467,59.8667,0.0,515.7233
1.0,22.9333,22.9333,17.114,0.7433,72.1,0.0,515.8167
1.0,23.1667,23.1667,17.334,0.7333,80.7333,0.0,515.8867
1.25,23.3,23.3,18.55,0.7267,84.2,0.0,515.9167
1.5,23.3333,23.3333,19.229,0.72,73.8,0.0,515.84
2.5833,23.5333,23.5333,20.0863,0.7167,65.9,0.0,515.7767
3.4167,23.3667,23.3667,18.559,0.7233,62.0667,0.0,515.7433
3.5,23.4667,23.4667,15.9357,0.7167,60.2333,0.0,515.7267
2.75,22.9333,22.9333,16.2153,0.7233,58.4333,0.0,515.71
2.0833,22.8333,22.8333,16.9483,0.7167,57.3667,0.0,515.7
2.1667,22.8667,22.8667,20.0503,0.7233,55.9333,1.2,515.6867
2.1667,23.6333,23.6333,19.235,0.73,54.9,6.6667,515.6767
2.0833,23.7667,23.7667,19.7963,0.7367,53.8667,6.6667,515.6667
2.0833,23.5,23.5,19.9047,0.7233,52.5333,5.4667,515.6533
2.1667,21.7667,21.7667,19.4013,0.69,53.5667,0.0,515.6633
2.4167,20.4,20.4,19.972,0.6733,55.3,0.0,515.68
2.5833,19.6667,19.6667,16.5057,0.6767,55.9667,0.0,515.6867
2.6667,20.3667,20.3667,16.973,0.6867,54.6,0.0,515.6733
2.5833,21.0333,21.0333,16.3857,0.68,52.2,0.0,515.65
2.9167,21.0333,21.0333,19.6067,0.68,50.8667,0.0,515.6367
3.3333,21.6333,21.6333,21.3953,0.6867,49.5333,0.0,515.6233
3.5,22.4,22.4,20.846,0.69,48.5333,0.0,515.6133
3.25,23.0,23.0,21.6167,0.6767,47.9,0.0,515.6067
2.3333,22.7,22.7,20.8787,0.67,47.3,0.0,515.6
1.6667,22.2333,22.2333,21.7423,0.6767,46.7,0.0,515.5933
1.0833,21.9667,21.9667,20.67,0.69,46.7,0.0,515.5933
1.1667,22.0667,22.0667,21.826,0.6733,47.6333,0.0,515.6033
1.3333,21.9,21.9,22.4633,0.66,47.9333,0.0,515.6067
1.4167,21.9667,21.9667,22.667,0.6567,47.3,0.0,515.6
1.6667,21.7667,21.7667,22.687,0.6567,45.4333,0.0,515.58
1.8333,21.7667,21.7667,22.2253,0.6633,43.9333,0.0,515.5633
2.1667,21.9667,21.9667,21.2723,0.6667,43.0667,0.0,515.5533
2.3333,21.8667,21.8667,21.242,0.6933,46.6,0.0,515.59
1.9167,22.0667,22.0667,21.547,0.6967,49.7333,0.0,515.6233
1.3333,22.4333,22.4333,21.599,0.6933,50.6,0.0,515.6333
0.75,23.6667,23.6667,21.4203,0.67,47.0667,0.0,515.5967
0.75,24.7,24.7,21.1907,0.67,43.6333,0.0,515.56
0.8333,25.0,25.0,23.3457,0.67,42.1667,0.0,515.5433
0.9167,24.2,24.2,24.1423,0.68,40.7667,0.0,515.5267
1.3333,23.7333,23.7333,23.1693,0.7,39.6333,0.0,515.5133
1.6667,23.4667,23.4667,22.6907,0.7067,43.7,0.0,515.5567
1.5833,23.5333,23.5333,20.978,0.72,48.3,0.0,515.6067
1.1667,23.0667,23.0667,21.919,0.73,50.0,8.9,515.6267
0.75,23.1667,23.1667,21.1833,0.75,45.9333,9.6667,515.5833
0.75,23.7333,23.7333,20.787,0.7633,41.6,9.6667,515.5367
0.6667,24.5667,24.5667,20.7417,0.75,40.7333,0.7667,515.5267
0.5833,25.2667,25.2667,20.493,0.73,40.7333,0.0,515.5267
0.5,25.3667,25.3667,18.6913,0.7467,40.7333,0.3667,515.5267
0.5,25.5333,25.5333,18.742,0.7567,40.4667,0.3667,515.5233
0.5,25.2667,25.2667,18.5877,0.78,40.2,10.9667,515.52
0.5,24.9667,24.9667,21.382,0.76,40.4667,10.6667,515.5233
1.1667,24.6,24.6,21.3793,0.76,40.4667,10.7333,515.5233
1.8333,24.7667,24.7667,21.8747,0.73,42.2,0.1333,515.5433
2.0,24.8,24.8,22.676,0.6867,42.5,0.0667,515.5467
1.5,24.4667,24.4667,23.2257,0.6633,42.2333,0.0,515.5433
1.0,24.3,24.3,24.127,0.6733,39.4,0.0,515.51
1.0,24.7333,24.7333,24.02,0.71,37.2,0.0,515.4833
0.9167,25.8,25.8,23.353,0.7133,35.8333,0.0,515.4667
0.8333,25.8667,25.8667,22.0747,0.7333,35.3,0.6,515.46
0.6667,25.6333,25.6333,19.6753,0.7633,35.5667,0.7333,515.4633
0.5833,25.4667,25.4667,20.3737,0.76,38.3333,1.0667,515.4967
0.75,25.4,25.4,21.6807,0.7167,41.1,0.4667,515.53
1.0,25.3667,25.3667,24.5147,0.6767,41.6333,0.3333,515.5367
1.1667,25.1,25.1,24.6523,0.68,38.8667,0.0,515.5033
1.0833,25.4333,25.4333,23.3067,0.7067,36.1,0.0,515.47
1.0,25.6,25.6,20.1187,0.7433,35.3,0.2,515.46
1.0,25.6333,25.6333,19.792,0.7533,35.8333,0.2,515.4667
1.0833,25.2667,25.2667,21.048,0.7467,37.4667,0.2667,515.4867
1.1667,25.2667,25.2667,21.993,0.6967,38.0,0.2667,515.4933
1.1667,25.0333,25.0333,21.6097,0.6833,37.7333,0.2667,515.49
1.0833,25.2333,25.2333,21.8407,0.6767,35.8333,0.2,515.4667
0.8333,25.6667,25.6667,23.0433,0.6967,34.7667,0.0,515.4533
0.6667,25.7667,25.7667,24.042,0.6867,33.7,0.0,515.44
0.75,25.6333,25.6333,20.5697,0.7,32.6333,0.0,515.4267
1.0,25.2333,25.2333,18.0703,0.7067,31.5667,0.0333,515.4133
0.9167,25.4,25.4,17.4217,0.7233,31.0333,0.0333,515.4067
0.5833,25.3333,25.3333,20.8833,0.7133,33.1667,0.0333,515.4333
0.5,25.0667,25.0667,23.5733,0.71,34.2333,0.0,515.4467
0.75,25.1333,25.1333,20.5527,0.72,34.5,0.0,515.45
1.25,25.7333,25.7333,20.3613,0.7233,32.3667,0.0,515.4233
1.5,25.8333,25.8333,17.8523,0.7433,31.3,0.0,515.41
2.4167,25.7667,25.7667,20.18,0.75,31.3,0.0,515.41
3.0833,25.2667,25.2667,17.4113,0.78,32.1,0.9667,515.42
3.75,25.1,25.1,17.3697,0.7967,36.4667,1.6333,515.4733
3.75,24.9667,24.9667,17.3783,0.8033,41.8333,2.3667,515.5367
3.5,25.0667,25.0667,18.9303,0.7867,48.3333,1.4,515.61
3.25,25.9667,25.9667,22.4363,0.75,49.8667,0.7333,515.6267
3.25,26.4,26.4,23.1623,0.7433,48.3333,0.0,515.61
3.5,26.8,26.8,24.1443,0.7333,43.4333,0.0,515.5567
4.0,26.8333,26.8333,23.6847,0.7333,42.5,0.0,515.5467
4.25,26.8333,26.8333,23.3273,0.7167,41.3667,0.0,515.5333
4.0,27.0,27.0,22.4043,0.7167,41.6667,0.0,515.5367
3.5,26.4333,26.4333,21.583,0.7367,40.8,3.6,515.5267
2.3333,26.0667,26.0667,19.838,0.7567,41.0667,3.6,515.53
1.6667,25.5,25.5,19.12,0.79,41.6,4.4667,515.5367
1.3333,25.4333,25.4333,18.0417,0.8067,43.1,3.4667,515.5533
1.6667,24.9,24.9,16.812,0.83,44.5667,4.5,515.57
1.5,23.8,23.8,13.9433,0.86,44.5667,6.2,515.57
1.0,22.6,22.6,10.922,0.8733,59.2667,3.6,515.6933
0.75,22.4333,22.4333,14.1453,0.85,65.4333,2.5667,515.7533
1.0,22.9333,22.9333,16.806,0.8333,70.1667,36.4667,515.8033
1.0833,23.8667,23.8667,17.3193,0.8333,56.7667,38.1333,515.6933
0.9167,24.3667,24.3667,13.892,0.8633,50.6,38.3,515.6333
0.75,25.2667,25.2667,16.0307,0.84,47.0333,1.8333,515.5967
0.75,25.1667,25.1667,17.0503,0.8367,53.4,1.1333,515.6533
0.8333,25.1333,25.1333,20.309,0.82,70.3333,0.9667,515.7933
0.9167,24.3333,24.3333,16.4313,0.8567,87.8667,4.4,515.9333
