,arima_q_hanoi,arima_h_hanoi,arima_q_kontum,arima_h_kontum
138,6754.536606389288,762.6546994086369,146.111726992098,516.1718282670553
139,6617.990987207222,755.5499154013459,144.80697291352578,516.1697480321086
140,7231.444813555526,788.9187575457552,461.5633700971376,517.3560853237287
141,7078.044776859471,781.0373777210694,323.8773095207597,517.0200535332245
142,6930.32624364791,773.3964397338038,280.12361261030344,516.9004378489965
143,6788.078787101268,765.9886082850047,263.98645625707786,516.8374081293124
144,6651.099774014202,758.806771857949,256.03404392968275,516.7856300671621
145,7009.2483556184425,769.8175371040425,225.94424601190192,516.5137183650305
146,6864.299080424885,762.5131447906458,228.30550654328846,516.5130461707646
147,6724.716170939651,755.4317717879419,226.3375430314168,516.5009305781853
148,6590.30095158553,748.5666088213452,223.17403874250004,516.4883966364545
149,6460.862102226054,741.9110545185378,219.73255473318125,516.4771272919767
150,10366.883038423472,986.1590057178496,293.1606374743112,516.8406238014165
151,10108.784070960666,972.5914840635932,264.7669411593228,516.7521063156023
152,9859.921260878838,959.4301391317952,253.32827506099983,516.7097466348158
153,9619.964089214642,946.6628110354791,246.94863170562974,516.6824671376561
154,9388.59386473575,934.2777039234271,242.13727471434754,516.6591739711092
155,9624.076195463818,941.5220647752748,330.71753220107075,516.9420593266179
156,9392.464714946052,929.3261728733308,315.6603786995019,516.910377858538
157,9169.0895641087,917.4944026639545,307.06812644056663,516.8798069284369
158,8953.657851051705,906.0158828957387,300.48793452139637,516.8506706449858
159,8745.887099396048,894.8800668903783,294.6104860692227,516.8255463482575
160,6192.999695659422,677.0132336767018,385.389589753106,517.1500242876317
161,6081.348184533744,672.5860097245138,356.866606048782,517.0702857163622
162,5973.751437701965,668.2933621523874,343.68876397406467,517.0251684900325
163,5870.062201326558,664.131200179674,335.1340564249573,516.9929858848154
164,5770.138569277307,660.095557375082,328.0613265311952,516.9651367039862
165,6053.477964310465,665.7722895805749,782.0840512366334,518.078704174847
166,5947.1174821912155,661.6862997687223,566.4837434268453,517.6761488071085
167,5844.616033768019,657.7245588124351,497.1925915327362,517.5345212343016
168,5745.833603305986,653.8832884893438,470.2339662849545,517.4634763751972
169,5650.635255203636,650.1588254671855,455.65378356884867,517.4041579505987
170,6625.269319372129,714.6485643232456,351.50629804646576,517.0274129247767
171,6498.73908082523,709.0988472953741,364.4050195181699,517.0381500937865
172,6376.783461285905,703.7177172729504,362.8474288703747,517.0264523326899
173,6259.237068360172,698.5000529897435,357.296924944417,517.011382275804
174,6145.940489309171,693.4408887512272,350.7421481019137,516.99695673015
175,9611.84055073502,938.330956533641,309.67499793521586,517.1309229015764
176,9383.177833188678,926.1578263107908,304.30227594301385,517.0898556066246
177,9162.63814077007,914.3514620478722,298.768188093888,517.0654986758478
178,8949.932910752686,902.9008134014731,293.2967056109068,517.0439114587244
179,8744.783831325884,891.7951629655387,287.94913431148456,517.0243172416856
180,7575.764227116376,790.7736037621411,218.9941871687693,516.8433333725526
181,7416.924036130353,782.9673426388874,229.76861820671616,516.8600954898797
182,7263.77180650528,775.3979697225066,230.07095050347314,516.8578721924064
183,7116.103856136254,768.058296421473,227.4795768457499,516.8507281040454
184,6973.723796638776,760.9413522887137,224.14223362044828,516.8428929617513
185,6344.448490933282,692.8887854704153,303.8018303335861,517.175415554248
186,6228.759753696792,687.9857120950759,269.2412632730187,517.0968453161961
187,6117.252302997877,683.2327526000151,256.2243370583757,517.0589890357728
188,6009.775016458276,678.6253110562458,249.4744979419793,517.0312151034115
189,5906.182233648578,674.1589322450415,244.60574019596228,517.0068225589747
190,4995.952604217556,574.1734835688768,193.3816755771234,516.7622490559401
191,4928.811811170972,572.8715187327401,202.83612923502926,516.7871106350228
192,4864.109085580192,571.6095837508083,203.3589471356343,516.7879665369314
193,4801.755894488585,570.3864478761493,201.39113789032405,516.7825616304813
194,4741.66691981546,569.2009182020391,198.77067320577765,516.776255682004
195,4642.196980767332,542.53499122545,165.39861097992824,516.6361105416973
196,4587.9578490390395,542.2014546927844,171.62925310227965,516.6627877395445
197,4535.689727065229,541.8781852700948,171.85816616025932,516.6675251154332
198,4485.320989815624,541.5648669094016,170.42041486616617,516.6655950549898
199,4436.782615060338,541.2611932914928,168.54979430229642,516.6622755619813
