Time,Ban_Don,Cau_14,Dak_Mot,Dak_to,Duc_Xuyen,Giang_Son,Kon_Plong,Kon_Tum,Krong_Buk,Trung_Nghia
1982-06-07,192.0,159.0,25.3451,-1e-30,65.2,49.2,1.59074,31.8,6.6,-1e-30
1982-06-08,214.0,180.0,71.4001,-1e-30,71.6,54.8,1.57069,31.0,6.3,-1e-30
1982-06-09,220.0,184.0,64.5555,-1e-30,61.7,50.9,1.65858,34.1,8.4,-1e-30
1982-06-10,212.0,168.0,54.8409,-1e-30,46.6,47.2,15.1303,37.0,23.8,-1e-30
1982-06-11,210.0,163.0,64.2109,-1e-30,62.6,49.1,12.4579,64.3,18.0,-1e-30
1982-06-12,218.0,178.0,51.9788,-1e-30,82.9,54.9,12.3703,132.0,13.6,-1e-30
1982-06-13,252.0,192.0,40.8786,-1e-30,78.2,60.2,12.1307,108.0,12.4,-1e-30
1982-06-14,237.0,192.0,96.7761,-1e-30,83.8,61.0,12.4321,97.4,8.3,-1e-30
1982-06-15,346.0,202.0,161.466,-1e-30,114.0,62.4,8.71697,85.3,37.6,-1e-30
1982-06-16,322.0,226.0,183.40599999999998,-1e-30,124.0,71.0,6.591589999999999,85.3,19.0,-1e-30
1982-06-17,296.0,230.0,135.39700000000002,-1e-30,99.3,82.1,5.27916,93.9,14.4,-1e-30
1982-06-18,294.0,226.0,94.0122,-1e-30,89.6,97.4,4.48722,65.8,11.2,-1e-30
1982-06-19,329.0,235.0,93.4362,-1e-30,85.7,94.3,5.309769999999999,69.0,7.8,-1e-30
1982-06-20,340.0,237.0,73.7481,-1e-30,93.4,83.6,5.67138,81.9,6.6,-1e-30
1982-06-21,305.0,239.0,57.6867,-1e-30,81.9,74.2,4.55463,70.5,5.6,-1e-30
1982-06-22,274.0,221.0,49.6,-1e-30,63.4,68.9,3.95896,59.8,5.1,-1e-30
1982-06-23,250.0,208.0,58.8965,-1e-30,57.3,59.4,3.6340199999999996,54.1,4.7,-1e-30
1982-06-24,239.0,202.0,55.5044,-1e-30,63.4,51.5,3.4491,69.0,4.9,-1e-30
1982-06-25,237.0,200.0,80.7221,-1e-30,64.3,45.3,3.33354,83.6,5.1,-1e-30
1982-06-26,239.0,200.0,150.266,-1e-30,80.0,41.6,3.25359,110.0,6.1,-1e-30
1982-06-27,314.0,221.0,287.439,-1e-30,130.0,46.2,3.22788,356.0,11.1,-1e-30
1982-06-28,336.0,253.0,418.60400000000004,-1e-30,150.0,52.3,41.0263,422.0,14.7,-1e-30
1982-06-29,329.0,267.0,348.575,-1e-30,152.0,59.3,123.34899999999999,309.0,13.9,-1e-30
1982-06-30,336.0,265.0,217.416,-1e-30,133.0,59.3,72.2428,256.0,13.9,-1e-30
1982-07-01,325.0,248.0,140.609,-1e-30,136.0,60.0,56.2122,171.0,12.7,-1e-30
1982-07-02,370.0,253.0,106.235,-1e-30,117.0,58.6,55.5197,130.0,14.3,-1e-30
1982-07-03,305.0,235.0,90.6769,-1e-30,99.3,56.5,44.9024,115.0,9.9,-1e-30
1982-07-04,274.0,230.0,129.911,-1e-30,105.0,57.9,54.3455,118.0,8.5,-1e-30
1982-07-05,265.0,226.0,137.614,-1e-30,116.0,57.6,41.0045,106.0,8.1,-1e-30
1982-07-06,265.0,232.0,122.322,-1e-30,107.0,54.8,31.0316,90.4,7.5,-1e-30
1982-07-07,259.0,223.0,100.721,-1e-30,92.4,48.9,23.9391,90.4,6.6,-1e-30
1982-07-08,265.0,212.0,93.8828,-1e-30,85.7,43.2,19.4442,83.6,6.3,-1e-30
1982-07-09,263.0,206.0,81.3974,-1e-30,76.3,38.2,16.7059,81.9,6.3,-1e-30
1982-07-10,267.0,198.0,69.8436,-1e-30,70.7,36.6,24.0316,77.0,6.6,-1e-30
1982-07-11,298.0,190.0,71.3223,-1e-30,74.4,34.4,20.9423,83.6,6.3,-1e-30
1982-07-12,261.0,204.0,103.632,-1e-30,109.0,33.8,114.141,149.0,6.1,-1e-30
1982-07-13,278.0,228.0,242.019,-1e-30,99.3,31.3,142.769,149.0,5.8,-1e-30
1982-07-14,300.0,217.0,393.38199999999995,-1e-30,98.3,33.1,138.701,179.0,8.1,-1e-30
1982-07-15,318.0,226.0,252.046,-1e-30,184.0,39.8,94.2579,201.0,13.9,-1e-30
1982-07-16,370.0,263.0,153.694,-1e-30,142.0,44.1,69.8114,153.0,21.3,-1e-30
1982-07-17,342.0,248.0,113.536,-1e-30,124.0,46.5,51.7098,146.0,14.7,-1e-30
1982-07-18,331.0,244.0,94.816,-1e-30,109.0,47.5,40.0662,149.0,10.3,-1e-30
1982-07-19,314.0,226.0,80.5624,-1e-30,101.0,46.2,32.8777,139.0,9.6,-1e-30
1982-07-20,281.0,221.0,76.8657,-1e-30,87.6,42.2,28.5086,113.0,8.1,-1e-30
1982-07-21,298.0,219.0,78.9091,-1e-30,81.9,40.5,31.3909,158.0,7.2,-1e-30
1982-07-22,311.0,212.0,72.0338,-1e-30,87.6,47.5,33.4705,122.0,6.9,-1e-30
1982-07-23,256.0,208.0,65.9794,-1e-30,78.2,48.5,36.9493,101.0,6.6,-1e-30
1982-07-24,229.0,200.0,66.2992,-1e-30,71.6,49.2,30.5084,92.1,6.6,-1e-30
1982-07-25,214.0,184.0,95.2355,-1e-30,65.2,42.8,27.2093,92.1,6.3,-1e-30
1982-07-26,208.0,182.0,119.57,-1e-30,68.9,40.2,54.3295,99.1,6.1,-1e-30
1982-07-27,214.0,182.0,119.10600000000001,-1e-30,80.0,33.8,59.9407,156.0,6.1,-1e-30
1982-07-28,225.0,184.0,114.93700000000001,-1e-30,77.2,31.6,58.8526,156.0,6.3,-1e-30
1982-07-29,223.0,182.0,99.5264,-1e-30,68.9,29.9,52.1065,156.0,6.6,-1e-30
1982-07-30,210.0,172.0,94.1388,-1e-30,65.2,28.4,44.5265,156.0,7.2,-1e-30
1982-07-31,200.0,163.0,90.3164,-1e-30,60.8,27.6,40.8235,153.0,6.9,-1e-30
1982-08-01,190.0,154.0,79.3582,-1e-30,62.6,25.5,34.3399,142.0,6.9,-1e-30
1982-08-02,186.0,154.0,70.3857,-1e-30,61.7,24.9,29.9503,132.0,6.6,-1e-30
1982-08-03,183.0,148.0,63.8643,-1e-30,68.0,24.1,27.1828,118.0,6.6,-1e-30
1982-08-04,185.0,152.0,64.0543,-1e-30,76.3,23.2,87.5471,125.0,6.3,-1e-30
1982-08-05,185.0,154.0,67.7671,-1e-30,67.0,22.6,61.9291,111.0,6.3,-1e-30
1982-08-06,183.0,145.0,68.5184,-1e-30,56.4,22.1,49.2346,106.0,6.3,-1e-30
1982-08-07,170.0,134.0,64.8779,-1e-30,53.0,21.5,40.2745,103.0,6.3,-1e-30
1982-08-08,167.0,130.0,61.5411,-1e-30,58.2,20.4,34.3361,97.4,6.1,-1e-30
1982-08-09,179.0,134.0,57.8998,-1e-30,59.9,22.1,30.5465,95.6,7.5,-1e-30
1982-08-10,204.0,136.0,83.6474,-1e-30,62.6,24.6,29.1587,108.0,12.3,-1e-30
1982-08-11,192.0,139.0,91.6943,-1e-30,63.4,27.0,27.4415,120.0,11.9,-1e-30
1982-08-12,186.0,139.0,81.6204,-1e-30,59.0,29.0,26.2232,120.0,9.9,-1e-30
1982-08-13,179.0,136.0,85.5623,-1e-30,56.4,29.9,25.8859,122.0,7.5,-1e-30
1982-08-14,172.0,134.0,82.368,-1e-30,54.7,26.7,24.8785,116.0,7.2,-1e-30
1982-08-15,170.0,132.0,72.7859,-1e-30,52.2,26.4,24.1558,110.0,6.6,-1e-30
1982-08-16,194.0,152.0,64.6025,-1e-30,53.0,43.2,23.6605,101.0,9.9,-1e-30
1982-08-17,214.0,163.0,77.6587,-1e-30,55.6,40.8,23.2729,101.0,8.1,-1e-30
1982-08-18,210.0,164.0,79.6912,-1e-30,54.7,36.3,22.9355,110.0,6.6,-1e-30
1982-08-19,202.0,164.0,72.5856,-1e-30,53.0,29.9,22.6238,104.0,6.1,-1e-30
1982-08-20,204.0,166.0,73.5812,-1e-30,59.9,27.8,30.2516,92.1,6.1,-1e-30
1982-08-21,227.0,178.0,85.0309,-1e-30,91.5,30.7,26.4288,99.1,6.3,-1e-30
1982-08-22,231.0,192.0,76.135,-1e-30,81.9,32.5,24.6476,108.0,6.3,-1e-30
1982-08-23,229.0,190.0,67.2263,-1e-30,109.0,32.2,36.361999999999995,106.0,6.3,-1e-30
1982-08-24,244.0,210.0,60.1642,-1e-30,135.0,30.7,53.4066,111.0,6.3,-1e-30
1982-08-25,293.0,235.0,82.4539,-1e-30,128.0,30.7,58.229,118.0,6.6,-1e-30
1982-08-26,426.0,255.0,115.014,-1e-30,160.0,40.8,68.7645,151.0,6.6,-1e-30
1982-08-27,374.0,287.0,124.084,-1e-30,150.0,44.1,61.379,139.0,6.1,-1e-30
1982-08-28,333.0,272.0,200.345,-1e-30,134.0,37.2,47.8327,139.0,5.6,-1e-30
1982-08-29,381.0,277.0,186.717,-1e-30,126.0,45.1,39.0796,132.0,5.6,-1e-30
1982-08-30,356.0,280.0,136.727,-1e-30,116.0,41.5,33.2098,125.0,6.1,-1e-30
1982-08-31,318.0,263.0,147.977,-1e-30,113.0,37.6,29.5139,183.0,6.3,-1e-30
1982-09-01,308.0,257.0,124.117,-1e-30,108.0,34.7,27.2017,193.0,5.8,-1e-30
1982-09-02,364.0,252.0,164.51,-1e-30,130.0,32.5,25.7309,160.0,8.5,-1e-30
1982-09-03,509.0,291.0,180.77200000000002,-1e-30,239.0,37.3,24.76,207.0,9.9,-1e-30
1982-09-04,602.0,344.0,168.472,-1e-30,238.0,50.8,24.2169,177.0,13.0,-1e-30
1982-09-05,578.0,369.0,220.623,-1e-30,302.0,66.3,23.6298,171.0,16.4,-1e-30
1982-09-06,727.0,431.0,482.139,-1e-30,604.0,81.2,23.1795,201.0,29.5,-1e-30
1982-09-07,850.0,470.0,609.413,-1e-30,972.0,103.0,22.8115,564.0,54.8,-1e-30
1982-09-08,667.0,530.0,437.395,-1e-30,794.0,106.0,22.4857,296.0,24.9,-1e-30
1982-09-09,737.0,684.0,337.17400000000004,-1e-30,639.0,107.0,22.4341,246.0,22.1,-1e-30
1982-09-10,906.0,823.0,232.365,-1e-30,572.0,103.0,22.0274,228.0,17.3,-1e-30
1982-09-11,1030.0,878.0,169.643,-1e-30,518.0,97.0,21.6737,225.0,14.7,-1e-30
1982-09-12,921.0,861.0,209.38400000000001,-1e-30,437.0,90.1,29.5754,221.0,13.5,-1e-30
1982-09-13,890.0,846.0,208.273,-1e-30,400.0,84.5,38.2127,192.0,12.3,-1e-30
1982-09-14,849.0,794.0,175.608,-1e-30,327.0,74.8,44.4497,189.0,12.3,-1e-30
1982-09-15,816.0,747.0,140.909,-1e-30,310.0,70.4,39.5607,217.0,12.7,-1e-30
1982-09-16,778.0,713.0,121.39200000000001,-1e-30,298.0,66.7,80.9562,179.0,12.3,-1e-30
1982-09-17,818.0,711.0,106.426,-1e-30,254.0,63.2,54.7748,170.0,15.6,-1e-30
1982-09-18,732.0,624.0,96.2428,-1e-30,249.0,61.1,43.9185,175.0,20.3,-1e-30
1982-09-19,644.0,571.0,89.4918,-1e-30,249.0,60.6,36.5916,158.0,17.0,-1e-30
1982-09-20,638.0,540.0,85.0125,-1e-30,219.0,58.9,31.4338,151.0,14.7,-1e-30
1982-09-21,603.0,494.0,168.15400000000002,-1e-30,222.0,58.2,28.1658,177.0,13.5,-1e-30
1982-09-22,550.0,476.0,153.496,-1e-30,211.0,56.1,28.5533,162.0,11.9,-1e-30
1982-09-23,575.0,454.0,165.817,-1e-30,207.0,54.7,26.3795,164.0,12.3,-1e-30
1982-09-24,535.0,428.0,187.822,-1e-30,193.0,53.8,24.8415,171.0,12.3,-1e-30
1982-09-25,491.0,407.0,186.707,-1e-30,184.0,52.9,29.3265,153.0,11.9,-1e-30
1982-09-26,502.0,394.0,160.007,-1e-30,180.0,57.8,27.8419,135.0,12.3,-1e-30
1982-09-27,464.0,380.0,161.933,-1e-30,213.0,63.8,27.9922,140.0,12.3,-1e-30
1982-09-28,465.0,382.0,138.58700000000002,-1e-30,190.0,70.2,25.5469,132.0,11.1,-1e-30
1982-09-29,470.0,380.0,119.184,-1e-30,179.0,66.4,24.2422,162.0,10.7,-1e-30
1982-09-30,490.0,378.0,104.963,-1e-30,176.0,61.2,22.988000000000003,156.0,19.6,-1e-30
1982-10-01,468.0,380.0,95.235,-1e-30,252.0,61.3,22.1866,139.0,17.6,-1e-30
1982-10-02,469.0,400.0,88.7576,-1e-30,204.0,72.0,21.6459,199.0,14.0,-1e-30
1982-10-03,449.0,382.0,84.4358,-1e-30,178.0,74.4,21.2373,153.0,12.3,-1e-30
1982-10-04,426.0,358.0,81.4734,-1e-30,172.0,74.4,20.8975,134.0,11.5,-1e-30
1982-10-05,406.0,344.0,79.3416,-1e-30,157.0,71.9,20.5954,125.0,10.7,-1e-30
1982-10-06,380.0,327.0,77.7074,-1e-30,147.0,66.9,20.315,118.0,11.9,-1e-30
1982-10-07,373.0,317.0,76.3678,-1e-30,146.0,60.8,20.0478,113.0,10.7,-1e-30
1982-10-08,370.0,305.0,76.8871,-1e-30,142.0,55.7,20.8056,116.0,10.3,-1e-30
1982-10-09,360.0,297.0,78.9452,-1e-30,143.0,50.8,20.4018,122.0,9.6,-1e-30
1982-10-10,349.0,292.0,77.1252,-1e-30,149.0,47.5,19.7261,115.0,9.2,-1e-30
1982-10-11,348.0,290.0,89.0319,-1e-30,157.0,44.6,19.2583,111.0,9.2,-1e-30
1982-10-12,353.0,288.0,85.228,-1e-30,166.0,42.0,18.9174,111.0,8.8,-1e-30
1982-10-13,346.0,291.0,80.6417,-1e-30,149.0,40.8,18.6336,111.0,8.1,-1e-30
1982-10-14,330.0,274.0,76.6292,-1e-30,132.0,40.9,18.3766,108.0,8.1,-1e-30
1982-10-15,308.0,257.0,73.5157,-1e-30,128.0,40.7,18.1336,103.0,8.8,-1e-30
1982-10-16,296.0,244.0,71.1748,-1e-30,123.0,41.0,17.8991,99.1,10.3,-1e-30
1982-10-17,284.0,235.0,69.392,-1e-30,119.0,41.2,17.6705,97.4,11.5,-1e-30
1982-10-18,273.0,226.0,67.9809,-1e-30,118.0,40.2,17.4462,93.9,11.1,-1e-30
1982-10-19,310.0,258.0,66.8067,-1e-30,131.0,39.4,17.2254,93.9,11.1,-1e-30
1982-10-20,433.0,280.0,72.3745,-1e-30,146.0,39.3,17.0079,104.0,42.1,-1e-30
1982-10-21,374.0,280.0,76.3782,-1e-30,152.0,46.8,16.7933,115.0,25.9,-1e-30
1982-10-22,359.0,294.0,73.8513,-1e-30,140.0,56.5,16.5815,106.0,12.8,-1e-30
1982-10-23,356.0,294.0,70.4201,-1e-30,141.0,62.1,16.3725,142.0,11.9,-1e-30
1982-10-24,364.0,280.0,67.4252,-1e-30,130.0,61.6,16.1661,127.0,11.1,-1e-30
1982-10-25,362.0,270.0,65.0802,-1e-30,129.0,57.2,15.9623,108.0,11.5,-1e-30
1982-10-26,536.0,307.0,63.8577,-1e-30,137.0,53.8,15.7611,103.0,14.7,-1e-30
1982-10-27,424.0,290.0,62.4009,-1e-30,132.0,50.2,15.5624,111.0,12.3,-1e-30
1982-10-28,365.0,282.0,61.1231,-1e-30,115.0,47.9,15.3662,106.0,10.7,-1e-30
1982-10-29,326.0,263.0,60.0223,-1e-30,105.0,44.0,15.1725,93.9,11.5,-1e-30
1982-10-30,305.0,246.0,59.0583,-1e-30,103.0,39.8,14.9813,90.4,12.3,-1e-30
1982-10-31,291.0,232.0,58.18899999999999,-1e-30,108.0,37.2,14.7924,87.0,11.1,-1e-30
1982-11-01,281.0,226.0,57.3823,-1e-30,103.0,37.6,14.606,83.6,10.7,-1e-30
1982-11-02,270.0,215.0,56.617,-1e-30,97.6,37.8,14.4219,83.6,10.7,-1e-30
1982-11-03,256.0,204.0,55.8796,-1e-30,100.0,36.2,14.2401,104.0,13.9,-1e-30
1982-11-04,250.0,202.0,55.1984,-1e-30,105.0,37.4,14.0606,101.0,13.1,-1e-30
1982-11-05,250.0,198.0,54.672,-1e-30,104.0,42.7,13.8834,90.9,10.3,-1e-30
1982-11-06,244.0,198.0,53.958,-1e-30,98.5,48.2,13.7084,88.7,9.6,-1e-30
1982-11-07,244.0,202.0,53.2289,-1e-30,101.0,45.4,13.5356,90.4,9.9,-1e-30
1982-11-08,246.0,202.0,52.5156,-1e-30,96.6,40.7,13.3649,83.6,9.9,-1e-30
1982-11-09,244.0,200.0,54.2359,-1e-30,95.7,37.9,13.4211,80.3,9.6,-1e-30
1982-11-10,300.0,215.0,53.2624,-1e-30,96.6,35.1,13.1803,95.6,11.1,-1e-30
1982-11-11,263.0,204.0,52.0854,-1e-30,95.7,33.8,12.9932,87.0,11.1,-1e-30
1982-11-12,244.0,196.0,50.9791,-1e-30,88.2,31.9,12.8183,80.3,9.9,-1e-30
1982-11-13,231.0,188.0,50.0097,-1e-30,91.9,30.7,12.6514,80.3,9.6,-1e-30
1982-11-14,229.0,186.0,49.162,-1e-30,86.3,29.6,12.4893,80.3,9.2,-1e-30
1982-11-15,223.0,176.0,54.1875,-1e-30,80.0,29.0,12.3395,77.0,9.2,-1e-30
1982-11-16,210.0,168.0,52.727,-1e-30,80.0,27.6,12.1784,77.0,9.9,-1e-30
1982-11-17,204.0,161.0,50.8433,-1e-30,79.1,26.1,12.022,80.3,11.5,-1e-30
1982-11-18,200.0,159.0,49.1222,-1e-30,81.8,26.7,11.8695,80.3,9.9,-1e-30
1982-11-19,196.0,163.0,47.7182,-1e-30,83.6,26.1,11.7196,77.0,9.2,-1e-30
1982-11-20,194.0,161.0,46.5969,-1e-30,77.4,25.5,11.5718,77.0,8.5,-1e-30
1982-11-21,190.0,157.0,45.6832,-1e-30,80.9,24.6,11.4259,75.3,8.1,-1e-30
1982-11-22,190.0,155.0,44.9095,-1e-30,75.6,23.5,11.2818,73.7,7.8,-1e-30
1982-11-23,186.0,150.0,44.2264,-1e-30,71.4,22.6,11.1396,70.5,7.8,-1e-30
1982-11-24,187.0,143.0,44.0459,-1e-30,71.4,22.4,10.9992,70.5,8.1,-1e-30
1982-11-25,176.0,139.0,44.0727,-1e-30,69.8,22.4,10.8605,67.4,8.1,-1e-30
1982-11-26,172.0,137.0,43.3792,-1e-30,67.3,22.6,10.7237,67.4,7.8,-1e-30
1982-11-27,170.0,137.0,42.648999999999994,-1e-30,74.8,22.6,10.5885,67.4,7.2,-1e-30
1982-11-28,176.0,136.0,41.9574,-1e-30,72.2,22.6,10.455,65.8,7.2,-1e-30
1982-11-29,174.0,136.0,41.3195,-1e-30,66.5,21.8,10.3232,64.3,7.2,-1e-30
1982-11-30,167.0,130.0,40.7277,-1e-30,64.2,21.0,10.1931,64.3,6.9,-1e-30
1982-12-01,161.0,127.0,40.1703,-1e-30,61.9,20.1,10.0646,62.8,6.6,-1e-30
1982-12-02,159.0,126.0,39.6376,-1e-30,60.4,19.3,9.93775,62.8,6.6,-1e-30
1982-12-03,158.0,122.0,39.1224,-1e-30,59.6,18.7,9.81248,64.3,6.6,-1e-30
1982-12-04,154.0,119.0,38.6204,-1e-30,58.9,17.9,9.6888,61.3,6.3,-1e-30
1982-12-05,151.0,118.0,38.1285,-1e-30,58.9,17.3,9.56667,61.3,6.3,-1e-30
1982-12-06,147.0,116.0,37.645,-1e-30,56.6,17.1,9.44608,59.8,6.1,-1e-30
1982-12-07,147.0,113.0,37.1689,-1e-30,56.6,16.6,9.327010000000001,59.8,6.3,-1e-30
1982-12-08,144.0,110.0,36.6995,-1e-30,56.6,17.1,9.20945,58.3,6.3,-1e-30
1982-12-09,142.0,110.0,36.2364,-1e-30,61.1,17.9,9.09336,64.3,6.1,-1e-30
1982-12-10,147.0,110.0,35.7794,-1e-30,58.9,18.7,8.97874,62.8,6.1,-1e-30
1982-12-11,144.0,110.0,35.3282,-1e-30,55.2,18.7,8.86556,61.3,5.8,-1e-30
1982-12-12,140.0,110.0,34.8828,-1e-30,54.5,17.9,8.753810000000001,61.3,5.6,-1e-30
1982-12-13,140.0,107.0,34.4431,-1e-30,53.1,16.1,8.643469999999999,58.3,5.6,-1e-30
1982-12-14,140.0,106.0,34.0089,-1e-30,52.4,15.9,8.53452,56.9,5.6,-1e-30
1982-12-15,134.0,104.0,33.5802,-1e-30,51.7,16.6,8.42694,56.9,5.3,-1e-30
1982-12-16,134.0,101.0,33.1569,-1e-30,51.7,17.6,8.32072,55.5,5.1,-1e-30
1982-12-17,131.0,98.2,32.739000000000004,-1e-30,50.4,17.3,8.21583,55.5,4.9,-1e-30
1982-12-18,128.0,98.2,32.3263,-1e-30,49.7,16.3,8.11227,55.5,4.7,-1e-30
1982-12-19,128.0,98.2,31.9188,-1e-30,49.0,16.1,8.010019999999999,54.1,4.7,-1e-30
1982-12-20,126.0,95.4,31.5165,-1e-30,47.8,15.6,7.90905,52.7,4.6,-1e-30
1982-12-21,126.0,92.6,31.1192,-1e-30,48.4,15.0,7.809360000000001,51.3,4.5,-1e-30
1982-12-22,125.0,92.6,30.7269,-1e-30,48.4,14.8,7.71092,51.3,4.3,-1e-30
1982-12-23,125.0,92.6,30.3396,-1e-30,47.8,14.4,7.61372,50.0,4.3,-1e-30
1982-12-24,124.0,92.6,29.9572,-1e-30,47.8,14.0,7.51775,50.0,4.3,-1e-30
1982-12-25,122.0,90.2,29.5796,-1e-30,47.2,14.0,7.4229899999999995,50.0,4.3,-1e-30
1982-12-26,122.0,89.8,29.2067,-1e-30,46.6,13.7,7.32942,47.3,4.3,-1e-30
1982-12-27,120.0,88.4,28.8386,-1e-30,46.6,13.3,7.2370399999999995,47.3,4.3,-1e-30
1982-12-28,119.0,87.0,28.4751,-1e-30,45.4,13.3,7.145810000000001,47.3,4.1,-1e-30
1982-12-29,118.0,85.6,28.1161,-1e-30,45.4,13.0,7.055739999999999,47.3,3.9,-1e-30
1982-12-30,118.0,84.2,27.7617,-1e-30,44.8,12.7,6.9668,45.9,3.9,-1e-30
1982-12-31,116.0,82.8,27.4118,-1e-30,44.8,12.5,6.87898,45.9,3.9,-1e-30
1983-01-01,105.0,90.7,27.0663,-1e-30,47.9,12.4,6.792269999999999,42.3,3.8,-1e-30
1983-01-02,109.0,88.3,26.7251,-1e-30,47.9,12.1,6.70666,42.3,3.8,-1e-30
1983-01-03,107.0,86.0,26.3882,-1e-30,47.0,11.8,6.62212,41.0,4.0,-1e-30
1983-01-04,105.0,87.1,26.0556,-1e-30,46.1,11.5,6.53865,39.7,4.0,-1e-30
1983-01-05,102.0,86.0,25.7272,-1e-30,45.2,11.5,6.456230000000001,42.3,3.8,-1e-30
1983-01-06,100.0,86.0,25.4029,-1e-30,45.2,11.7,6.37485,41.0,3.8,-1e-30
1983-01-07,100.0,86.0,25.0827,-1e-30,45.2,11.5,6.294490000000001,39.7,3.6,-1e-30
1983-01-08,98.4,84.8,24.7665,-1e-30,45.2,11.5,6.21515,39.7,3.6,-1e-30
1983-01-09,96.7,84.8,24.4543,-1e-30,45.2,11.8,6.13681,38.3,3.6,-1e-30
1983-01-10,96.7,84.8,24.1461,-1e-30,43.4,11.8,6.05945,38.3,3.5,-1e-30
1983-01-11,95.0,83.6,23.8417,-1e-30,42.5,11.4,5.98307,38.3,3.5,-1e-30
1983-01-12,95.0,81.3,23.5412,-1e-30,41.6,11.0,5.90766,37.0,3.3,-1e-30
1983-01-13,93.3,79.0,23.2444,-1e-30,40.7,10.8,5.83319,41.0,3.3,-1e-30
1983-01-14,91.6,77.8,22.9515,-1e-30,40.7,10.9,5.75966,37.0,3.2,-1e-30
1983-01-15,90.0,77.8,22.6621,-1e-30,40.7,11.2,5.68706,37.0,3.2,-1e-30
1983-01-16,88.3,76.6,22.3765,-1e-30,39.9,11.5,5.61538,39.7,3.2,-1e-30
1983-01-17,88.3,76.6,22.0944,-1e-30,39.9,11.5,5.54459,39.7,3.2,-1e-30
1983-01-18,86.6,76.6,21.8159,-1e-30,39.9,11.2,5.4747,37.0,3.2,-1e-30
1983-01-19,86.6,76.6,21.5409,-1e-30,39.0,11.2,5.4057,38.3,3.0,-1e-30
1983-01-20,84.9,75.5,21.2694,-1e-30,39.0,11.0,5.33756,37.0,3.0,-1e-30
1983-01-21,84.9,74.3,21.0013,-1e-30,39.0,11.4,5.2702800000000005,45.0,3.0,-1e-30
1983-01-22,83.2,73.2,20.7366,-1e-30,39.0,13.6,5.2038400000000005,42.3,3.0,-1e-30
1983-01-23,81.6,70.9,20.4752,-1e-30,38.2,15.6,5.13825,37.0,3.0,-1e-30
1983-01-24,81.6,72.0,20.2171,-1e-30,37.3,16.1,5.07348,37.0,2.9,-1e-30
1983-01-25,81.6,74.3,19.9623,-1e-30,36.5,15.2,5.009530000000001,34.6,2.9,-1e-30
1983-01-26,83.2,74.3,19.7107,-1e-30,35.6,14.2,4.94638,34.6,2.9,-1e-30
1983-01-27,81.6,72.0,19.4622,-1e-30,34.8,13.3,4.88404,34.6,2.9,-1e-30
1983-01-28,79.9,69.8,19.2169,-1e-30,34.8,12.9,4.82247,34.6,2.9,-1e-30
1983-01-29,78.2,69.8,18.9746,-1e-30,34.8,12.6,4.76168,34.6,2.6,-1e-30
1983-01-30,78.2,68.8,18.7355,-1e-30,33.9,12.4,4.7016599999999995,34.6,2.4,-1e-30
1983-01-31,78.2,67.7,18.4993,-1e-30,33.9,12.0,4.6424,32.3,2.4,-1e-30
1983-02-01,76.6,67.7,18.2661,-1e-30,33.9,12.0,4.583880000000001,33.4,2.4,-1e-30
1983-02-02,74.9,66.6,18.0359,-1e-30,33.9,11.5,4.5261,33.4,1.0,-1e-30
1983-02-03,74.9,66.6,17.8085,-1e-30,33.9,11.5,4.46905,33.4,0.5,-1e-30
1983-02-04,73.3,65.5,17.5841,-1e-30,33.1,11.1,4.412719999999999,32.3,0.5,-1e-30
1983-02-05,71.6,63.4,17.3624,-1e-30,33.1,10.3,4.35709,32.3,0.5,-1e-30
1983-02-06,70.0,62.3,17.1436,-1e-30,33.1,9.9,4.302169999999999,32.3,0.5,-1e-30
1983-02-07,68.4,62.3,16.9275,-1e-30,32.3,10.5,4.24794,31.1,5.0,-1e-30
1983-02-08,66.9,61.2,16.7141,-1e-30,31.4,10.7,4.1944,31.1,4.8,-1e-30
1983-02-09,65.3,59.1,16.5034,-1e-30,30.6,10.5,4.14153,30.0,1.0,-1e-30
1983-02-10,65.3,58.1,16.2954,-1e-30,30.6,9.9,4.08932,30.0,1.0,-1e-30
1983-02-11,65.3,57.0,16.09,-1e-30,29.7,9.6,4.037780000000001,30.0,1.1,-1e-30
1983-02-12,63.8,57.0,15.8872,-1e-30,28.9,9.6,3.98688,30.0,1.1,-1e-30
1983-02-13,63.8,57.0,15.6869,-1e-30,28.9,9.6,3.93663,28.0,1.1,-1e-30
1983-02-14,62.2,57.0,15.4892,-1e-30,28.9,9.6,3.887,28.0,1.1,-1e-30
1983-02-15,62.2,57.0,15.2939,-1e-30,28.9,9.6,3.8380099999999997,28.0,1.1,-1e-30
1983-02-16,60.7,56.0,15.1011,-1e-30,28.1,9.6,3.7896300000000003,27.0,1.0,-1e-30
1983-02-17,59.2,55.0,14.9108,-1e-30,28.1,9.2,3.74186,27.0,0.9,-1e-30
1983-02-18,59.2,53.9,14.7228,-1e-30,28.1,9.4,3.6947,27.0,0.9,-1e-30
1983-02-19,59.2,52.9,14.5373,-1e-30,28.1,9.2,3.6481199999999996,27.0,0.9,-1e-30
1983-02-20,59.2,55.0,14.354000000000001,-1e-30,28.1,9.4,3.6021400000000003,27.0,0.9,-1e-30
1983-02-21,62.2,59.0,14.1731,-1e-30,27.3,9.4,3.5567300000000004,27.0,0.9,-1e-30
1983-02-22,65.3,57.0,13.9944,-1e-30,27.3,9.2,3.5119,26.0,0.9,-1e-30
