,1,2,3,4,5,6,7,8,9,10,11,12
8,,,0.6,,,0.5,,2.4,0,,1.5,
9,0.2,,0.5,8.4,,,,,,,13.4,
10,,,1.3,,,,,,1.1,,20.2,
11,,,,,0,,,26.5,0.2,,,
12,,,,,,,2.2,17.8,,0.4,,
13,0.8,,0.4,,0.5,,,0.1,1,3.4,,
14,10.1,,,0,0,,0.6,133.1,1.5,,,7.5
15,4.6,,,,,,8.9,22.9,0.1,9.4,,6.2
16,0.7,,0.2,,,36,0.3,4.2,4.5,,,0.4
17,0.1,,0.9,0,,,0.2,1.8,,,,
18,,,0.4,19.3,,26.6,,1,11.6,,,
19,,0.2,,,,9.1,4.6,190.4,,,,
20,,,,9.2,,,0.4,27.5,,,,
21,0.3,,0.3,4.5,26.8,,2.7,,,,,
22,3.9,,0,24,5.2,,3.8,4.6,,0,,0.2
23,4.9,1.9,,4.8,,,17.6,35.8,,,,
24,10.8,7.4,22.5,20.6,15,,0.8,,16.8,,0.3,
25,1.9,,0.5,19,50.5,,,,0.8,1.8,,
26,32.6,0.9,,,249.7,,,,,2,3.1,
27,13.1,,,1,2.2,3.1,6.5,8.2,,,,2.1
28,14.8,0,,0.1,5.7,,130.1,81.5,19.9,,,
29,0,,,0,,0,10.2,,,,,
30,2,-999,0.7,2.2,9.8,22.4,,,7.6,6.2,,
31,0.2,-999,1.6,-999,0.7,-999,,,-999,9.8,-999,
2017,1,2,3,4,5,6,7,8,9,10,11,12
1,2.3,,1.1,,,,,87,,,,1.2
2,0,,,,,,0.3,5.1,,0.3,,
3,,,,,,,0.3,6.5,,24.9,,
4,,4.9,,,,,10.2,33.1,8,48,,
5,,,,,,,1,7.8,3.6,19.5,0,
6,,,0.1,,25.5,12.3,6.6,6,,8.6,0.1,
7,,,1.3,0.4,,114.2,0.2,,1.5,8.4,,
8,,0,3.8,1,,,51.8,,,24.8,0,6
9,,0,1.3,0,19.3,,5.1,,1.2,,2.7,
10,12.5,,4.9,0,,0.7,4.4,0.2,23.5,81.1,,0
11,60.8,,0.7,,42.1,,19.2,,49.5,102,,0.1
12,37.6,,0.2,0.7,12.4,0.6,38.9,,,4.4,,1.2
13,9.4,,,0.1,0.3,1.8,28,,,16.9,,1.1
14,,,,,22.2,0,0,,21,0.9,,2
15,,,0.6,0.2,3.8,,40.8,42.8,16.1,,,0.7
16,0,,0.7,18.8,1.1,,17.6,2.6,256.9,2.6,,
17,4.3,,0.2,13.7,1.2,1.1,120.5,62.9,,3.3,,
18,,,,17,4,0,11.9,23.3,,0.6,,
19,0,,,1.3,20.5,0,,,,2.6,,
20,,,2.6,,0.1,1.3,,,37.5,,,
21,0.5,,0.6,8.9,0.9,,17,,,,,
22,,,,6,,25.1,5.5,,0,,0,
23,,,,4.4,0,0,4.4,0.1,10.5,,,
24,,,,0.1,57.4,2.8,,35.3,,,,0.8
25,,1,18.1,0.3,0.5,0.1,16.2,3.7,7.4,,,
26,,,0.3,0.3,,9.7,,13.9,6.2,,,
