,1,2,3,4,5,6,7,8,9,10,11,12
25,-4,48,73,33,149,270,100,252,206,88,61,46
26,-1,55,63,31,132,352,110,236,181,76,73,48
27,5,60,53,23,114,356,107,220,170,78,82,50
28,5,55,44,39,93,347,103,198,181,88,85,53
29,5,,38,102,73,345,103,176,172,92,85,49
30,16,,30,139,61,329,129,153,169,97,83,40
31,29,,22,,54,,174,125,,105,,29
2012,1,2,3,4,5,6,7,8,9,10,11,12
1,20,18,46,12,32,293,261,336,170,130,86,69
2,12,31,48,20,18,285,375,334,158,122,84,75
3,14,38,52,21,2,300,418,304,156,113,85,78
4,21,55,61,12,-9,298,411,267,163,137,89,81
5,18,68,66,9,-13,279,395,226,163,176,97,81
6,23,74,65,13,2,262,366,184,177,200,95,74
7,22,69,60,18,38,248,328,193,252,198,94,77
8,21,65,51,38,69,227,284,268,314,180,93,66
9,23,62,43,61,86,202,244,319,317,155,89,58
10,19,69,37,66,89,183,201,337,300,134,75,59
11,17,63,31,69,86,155,180,340,274,121,67,69
12,17,50,31,65,90,118,167,320,243,111,78,72
13,14,50,36,61,94,75,147,292,213,99,78,77
14,12,54,41,51,86,50,124,273,186,90,80,80
15,9,49,45,40,101,50,116,267,159,81,84,82
16,8,62,45,34,117,66,105,260,139,75,84,80
17,7,63,50,24,117,77,92,261,124,72,82,78
18,20,69,51,21,107,80,83,368,110,70,77,72
19,20,68,49,15,100,80,76,453,99,75,82,66
20,31,68,48,14,92,80,90,471,153,86,84,67
21,37,70,50,16,83,86,112,468,171,96,82,57
22,54,70,50,18,102,80,113,451,148,99,73,41
23,62,63,45,32,177,77,124,429,133,94,61,26
24,64,52,31,49,259,86,151,412,124,88,40,31
25,60,42,15,52,303,90,173,384,119,81,39,45
26,50,38,11,49,357,80,163,354,122,77,46,49
27,37,36,13,41,378,68,140,322,140,63,46,52
28,24,31,18,45,370,60,152,290,168,68,49,56
29,5,,23,49,344,105,205,260,165,89,60,58
30,0,,21,42,318,157,293,226,147,107,67,46
31,4,,17,,314,,332,197,,97,,32
2013,1,2,3,4,5,6,7,8,9,10,11,12
1,37,27,42,62,82,62,147,425,185,268,78,44
2,36,20,31,80,121,47,170,402,202,249,72,39
3,31,10,21,86,160,25,160,398,209,228,71,41
4,21,15,21,88,171,17,142,475,205,206,73,43
5,29,27,26,86,171,26,129,483,235,183,77,45
6,25,33,21,71,150,35,114,457,316,163,80,50
7,23,44,20,51,141,41,99,428,338,145,83,50
8,28,56,18,39,133,44,112,464,337,127,90,49
9,26,64,13,30,118,48,129,561,344,114,95,48
10,22,67,16,27,110,64,139,592,335,107,96,41
11,24,68,18,23,105,103,136,587,316,103,95,34
12,21,66,21,23,96,123,119,568,318,104,113,25
13,19,55,34,26,88,117,95,543,347,103,98,30
14,21,47,21,25,80,98,84,511,343,107,75,32
