Time,KonTum
2005-03-01 00:00:00,180.46099999999998
2005-04-01 00:00:00,147.610764
2005-05-01 00:00:00,146.2305
2005-06-01 00:00:00,106.136642
2005-07-01 00:00:00,114.05383300000001
2005-08-01 00:00:00,98.85991
2005-09-01 00:00:00,97.52381
2005-10-01 00:00:00,116.935822
2005-11-01 00:00:00,113.026917
2005-12-01 00:00:00,117.75293
2006-01-01 00:00:00,123.36232
2006-02-01 00:00:00,135.044861
2006-03-01 00:00:00,150.0621
2006-04-01 00:00:00,155.428574
2006-05-01 00:00:00,127.613525
2006-06-01 00:00:00,115.279495
2006-07-01 00:00:00,104.336784
2006-08-01 00:00:00,97.34714
2006-09-01 00:00:00,106.136642
2006-10-01 00:00:00,116.51621200000001
2006-11-01 00:00:00,112.49688700000002
2006-12-01 00:00:00,117.75293
2007-01-01 00:00:00,146.2305
2007-02-01 00:00:00,138.26915
2007-03-01 00:00:00,162.252609
2007-04-01 00:00:00,169.209122
2007-05-01 00:00:00,144.3202
2007-06-01 00:00:00,112.09938000000001
2007-07-01 00:00:00,99.95307
2007-08-01 00:00:00,111.03933
2007-09-01 00:00:00,102.691513
2007-10-01 00:00:00,121.860596
2007-11-01 00:00:00,96.33127590000001
2007-12-01 00:00:00,123.09731299999999
2008-01-01 00:00:00,130.351974
2008-02-01 00:00:00,140.76466399999995
2008-03-01 00:00:00,166.0842
2008-04-01 00:00:00,154.10351599999996
2008-05-01 00:00:00,126.244308
2008-06-01 00:00:00,110.50931499999999
2008-07-01 00:00:00,115.146988
2008-08-01 00:00:00,106.523125
2008-09-01 00:00:00,93.81366
2008-10-01 00:00:00,84.33955
2008-11-01 00:00:00,104.016563
2008-12-01 00:00:00,112.40855400000001
2009-01-01 00:00:00,137.73911999999999
2009-02-01 00:00:00,136.16011
2009-03-01 00:00:00,145.545883
2009-04-01 00:00:00,139.262955
2009-05-01 00:00:00,126.78537800000001
2009-06-01 00:00:00,113.42443100000001
2009-07-01 00:00:00,106.79917900000001
2009-08-01 00:00:00,102.824013
2009-09-01 00:00:00,92.62111
2009-10-01 00:00:00,115.5666
2009-11-01 00:00:00,124.55487099999999
2009-12-01 00:00:00,126.928917
2010-01-01 00:00:00,141.846817
2010-02-01 00:00:00,137.893723
2010-03-01 00:00:00,170.600418
2010-04-01 00:00:00,150.790878
2010-05-01 00:00:00,133.222916
2010-06-01 00:00:00,102.161484
2010-07-01 00:00:00,112.552109
2010-08-01 00:00:00,104.877853
2010-09-01 00:00:00,104.811592
2010-10-01 00:00:00,108.44445
