time,wind,max_temp,min_temp,solar_r,humidity,discharge,rain,water_level,vapor,kongplong_q,dakmot_q
1985-01-01,1.75,18.1,18.1,20.313,0.74,96.8,0.0,515.91,10.126524583333332,34.6319,34.7215
1985-01-02,1.75,18.3,18.3,20.855,0.73,95.3,0.0,515.9,10.126524583333332,34.1954,34.2839
1985-01-03,1.25,17.8,17.8,21.4,0.75,90.8,0.0,515.87,10.126524583333332,33.7643,33.8517
1985-01-04,1.25,18.4,18.4,16.23,0.71,90.8,0.0,515.87,10.126524583333332,33.3387,33.425
1985-01-05,0.5,18.4,18.4,20.938,0.68,87.8,0.0,515.85,10.126524583333332,32.9185,33.0037
1985-01-06,0.5,19.2,19.2,20.579,0.69,84.9,0.0,515.83,10.126524583333332,32.5036,32.5877
1985-01-07,2.75,19.2,19.2,20.611,0.74,84.9,0.0,515.83,10.126524583333332,32.0938,32.1769
1985-01-08,2.75,19.4,19.4,21.168000000000006,0.7,84.9,0.0,515.83,10.126524583333332,31.6893,31.7713
1985-01-09,2.75,18.9,18.9,19.764,0.74,83.5,0.0,515.82,10.126524583333332,31.2899,31.3708
1985-01-10,2.75,18.0,18.0,20.324,0.79,82.0,0.0,515.81,10.126524583333332,30.8954,30.9754
1985-01-11,2.75,19.2,19.2,21.544,0.74,83.5,0.0,515.82,10.126524583333332,30.506,30.5849
1985-01-12,2.75,20.5,20.5,21.454,0.73,79.2,0.0,515.79,10.126524583333332,30.1215,30.1994
1985-01-13,2.5,21.3,21.3,21.102,0.7,79.2,0.0,515.79,10.126524583333332,29.7418,29.8187
1985-01-14,2.5,18.2,18.2,20.881,0.75,79.2,0.0,515.79,10.126524583333332,29.3669,29.4429
1985-01-15,1.5,18.0,18.0,21.058000000000003,0.75,77.7,0.0,515.78,10.126524583333332,28.9967,29.0718
1985-01-16,1.5,18.8,18.8,21.502,0.72,77.7,0.0,515.78,10.126524583333332,28.6312,28.7053
1985-01-17,1.5,19.1,19.1,21.683000000000003,0.7,77.7,0.0,515.78,10.126524583333332,28.2703,28.3435
1985-01-18,1.5,18.5,18.5,20.668000000000006,0.74,76.3,0.0,515.77,10.126524583333332,27.914,27.9862
1985-01-19,1.25,19.1,19.1,21.517,0.69,73.5,0.0,515.75,10.126524583333332,27.5621,27.6334
1985-01-20,1.25,18.0,18.0,21.034,0.74,73.5,0.0,515.75,10.126524583333332,27.2147,27.2851
1985-01-21,0.25,19.1,19.1,20.818,0.67,73.5,0.0,515.75,10.126524583333332,26.8717,26.9412
1985-01-22,0.25,20.0,20.0,21.139,0.74,72.1,0.0,515.74,10.126524583333332,26.5329,26.6016
1985-01-23,1.0,22.5,22.5,21.194000000000006,0.72,72.1,0.0,515.74,10.126524583333332,26.1985,26.2663
1985-01-24,1.0,22.1,22.1,19.63,0.72,72.1,0.0,515.74,10.126524583333332,25.8683,25.9352
1985-01-25,2.75,21.8,21.8,21.44,0.72,70.8,0.0,515.73,10.126524583333332,25.5422,25.6083
1985-01-26,2.75,22.3,22.3,22.175,0.67,70.8,0.0,515.73,10.126524583333332,25.2202,26.4733
1985-01-27,2.5,21.4,21.4,22.235,0.7,72.1,0.0,515.74,10.126524583333332,24.9023,26.0476
1985-01-28,2.5,21.5,21.5,22.16,0.68,70.8,0.0,515.73,10.126524583333332,24.5884,25.5757
1985-01-29,1.0,20.1,20.1,21.676,0.72,69.4,0.0,515.72,10.126524583333332,24.2785,25.1247
1985-01-30,1.0,20.4,20.4,21.736,0.69,70.8,0.0,515.73,10.126524583333332,23.9725,24.7137
1985-01-31,1.5,19.9,19.9,22.896,0.66,73.5,0.0,515.75,10.126524583333332,23.6703,24.3393
1985-02-01,1.5,18.7,18.7,22.686,0.72,77.7,0.0,515.78,10.666666,23.3719,23.9927
1985-02-02,0.5,18.6,18.6,22.889,0.72,70.8,0.0,515.73,10.666666,23.0773,23.6659
1985-02-03,0.5,20.0,20.0,22.54,0.72,68.0,0.0,515.71,10.666666,22.7864,23.3532
1985-02-04,2.25,21.2,21.2,22.744,0.71,66.7,0.0,515.7,10.666666,22.4992,23.0504
1985-02-05,2.25,21.4,21.4,21.837,0.74,65.3,0.0,515.69,10.666666,22.2156,22.755
1985-02-06,1.75,23.9,23.9,22.32,0.76,64.0,0.0,515.68,10.666666,21.9356,22.4654
1985-02-07,1.75,24.6,24.6,22.665,0.76,62.6,0.0,515.67,10.666666,21.6591,22.1806
1985-02-08,2.25,25.6,25.6,20.63,0.76,65.3,1.2,515.69,10.666666,21.3861,21.9002
1985-02-09,2.25,25.2,25.2,21.956,0.74,62.6,0.0,515.67,10.666666,21.1165,21.6236
1985-02-10,0.75,25.5,25.5,19.768,0.76,62.6,1.0,515.67,10.666666,20.8503,21.3508
1985-02-11,0.75,25.3,25.3,22.369,0.7,60.0,0.0,515.65,10.666666,20.5875,21.0815
1985-02-12,0.75,25.6,25.6,22.576,0.69,60.0,0.0,515.65,10.666666,20.328,20.8157
1985-02-13,0.75,24.9,24.9,23.068,0.68,57.4,0.0,515.63,10.666666,20.0717,20.5533
1985-02-14,0.25,23.5,23.5,23.136,0.68,56.1,0.0,515.62,10.666666,19.8187,20.2942
1985-02-15,0.25,23.0,23.0,23.489,0.61,54.8,0.0,515.61,10.666666,19.5689,20.0384
1985-02-16,1.0,22.1,22.1,23.843000000000004,0.57,54.8,0.0,515.61,10.666666,19.3223,19.7858
1985-02-17,1.0,22.9,22.9,24.199,0.64,53.5,0.0,515.6,10.666666,19.0787,19.5364
1985-02-18,2.75,24.2,24.2,23.981,0.7,52.3,0.0,515.59,10.666666,18.8382,19.2901
1985-02-19,2.75,24.7,24.7,21.456,0.7,52.3,0.0,515.59,10.666666,18.6008,19.047
1985-02-20,2.25,24.8,24.8,20.94,0.72,52.3,0.0,515.59,10.666666,18.3663,18.8069
1985-02-21,2.25,25.4,25.4,22.592,0.7,60.0,0.0,515.65,10.666666,18.1348,18.5698
1985-02-22,2.75,24.8,24.8,19.318,0.66,51.0,0.0,515.58,10.666666,17.9062,18.3357
1985-02-23,2.75,24.1,24.1,25.192,0.7,49.8,0.0,515.57,10.666666,17.6805,18.1046
1985-02-24,3.0,23.4,23.4,24.094,0.7,49.8,0.0,515.57,10.666666,17.4576,17.8764
1985-02-25,3.0,24.2,24.2,24.743,0.69,51.0,0.0,515.58,10.666666,17.2376,17.6511
1985-02-26,3.25,25.0,25.0,20.854,0.68,49.8,0.0,515.57,10.666666,17.0203,17.772000000000006
1985-02-27,3.25,25.9,25.9,19.736,0.69,49.8,0.0,515.57,10.666666,16.8057,28.4326
1985-02-28,3.0,26.0,26.0,20.819000000000006,0.64,49.8,0.0,515.57,10.666666,16.5939,26.7421
1985-03-01,3.0,25.1,25.1,21.317,0.73,49.8,0.0,515.57,14.376811999999996,16.3847,24.5348
1985-03-02,3.5,24.7,24.7,23.29300000000001,0.76,62.6,0.0,515.67,14.376811999999996,16.1782,22.3513
1985-03-03,3.5,25.0,25.0,20.242,0.74,62.6,2.2,515.67,14.376811999999996,15.9743,20.6489
1985-03-04,2.25,24.2,24.2,23.409,0.69,54.8,0.0,515.61,14.376811999999996,15.7729,19.4287
1985-03-05,2.25,25.1,25.1,25.101,0.62,49.8,0.0,515.57,14.376811999999996,15.5741,18.5746
1985-03-06,2.25,23.5,23.5,26.054,0.7,47.3,0.0,515.55,14.376811999999996,15.3778,17.9689
1985-03-07,2.25,24.1,24.1,25.219,0.65,47.3,0.0,515.55,14.376811999999996,15.184,17.5218
1985-03-08,1.25,25.1,25.1,26.023000000000003,0.68,46.1,0.0,515.54,14.376811999999996,14.9926,17.1725
1985-03-09,1.25,25.3,25.3,25.781,0.67,44.9,0.0,515.53,14.376811999999996,14.8036,16.8824
1985-03-10,0.0,26.1,26.1,25.537,0.62,44.9,0.0,515.53,14.376811999999996,14.617,16.6278
1985-03-11,0.0,23.6,23.6,26.343000000000004,0.71,42.5,0.0,515.51,14.376811999999996,14.4327,16.3948
1985-03-12,0.75,24.4,24.4,25.946,0.66,42.5,0.0,515.51,14.376811999999996,14.2508,16.1751
1985-03-13,0.75,23.6,23.6,26.149,0.67,42.5,0.0,515.51,14.376811999999996,14.0712,15.964
1985-03-14,0.5,23.2,23.2,26.2,0.67,42.5,0.0,515.51,14.376811999999996,13.8938,15.7587
1985-03-15,0.5,22.8,22.8,25.494,0.7,41.4,0.0,515.5,14.376811999999996,13.7187,15.5579
1985-03-16,0.25,22.9,22.9,25.996,0.67,42.5,0.0,515.51,14.376811999999996,13.5458,15.3606
1985-03-17,0.25,22.2,22.2,24.526,0.7,42.5,0.0,515.51,14.376811999999996,13.375,15.1664
1985-03-18,0.75,23.5,23.5,25.026,0.7,42.5,0.0,515.51,14.376811999999996,13.2064,14.9748
1985-03-19,0.75,24.2,24.2,25.06900000000001,0.65,42.5,0.0,515.51,14.376811999999996,13.04,14.7859
1985-03-20,0.75,24.7,24.7,23.892,0.7,41.4,0.0,515.5,14.376811999999996,12.8756,14.5994
1985-03-21,0.75,25.2,25.2,23.169,0.67,40.3,0.0,515.49,14.376811999999996,12.7133,14.4153
1985-03-22,0.25,25.8,25.8,22.9,0.69,40.3,0.0,515.49,14.376811999999996,12.553,14.2336
1985-03-23,0.25,26.6,26.6,22.783,0.68,39.1,0.0,515.48,14.376811999999996,12.3948,14.0542
1985-03-24,0.75,26.6,26.6,23.429,0.69,40.3,0.0,515.49,14.376811999999996,12.2386,13.877
1985-03-25,0.75,27.4,27.4,23.768,0.67,39.1,0.0,515.48,14.376811999999996,12.0843,13.7021
1985-03-26,1.0,26.5,26.5,23.034,0.77,39.1,15.1,515.48,14.376811999999996,11.932,13.5294
1985-03-27,1.0,27.8,27.8,24.292,0.74,39.1,0.0,515.48,14.376811999999996,11.7816,13.3588
1985-03-28,1.5,27.6,27.6,21.558000000000003,0.71,38.0,0.0,515.47,14.376811999999996,11.6331,13.1904
1985-03-29,1.5,26.2,26.2,22.353,0.79,38.0,9.7,515.47,14.376811999999996,11.4864,14.8478
1985-03-30,1.5,26.7,26.7,24.378,0.72,57.4,0.0,515.63,14.376811999999996,11.3416,14.492
1985-03-31,1.5,26.4,26.4,23.943,0.7,53.5,0.0,515.6,14.376811999999996,11.1987,14.0463
1985-04-01,0.0,25.6,25.6,27.201,0.7,42.5,0.0,515.51,11.787440000000005,11.0575,13.6336
1985-04-02,0.0,26.3,26.3,24.915,0.69,44.9,0.0,515.53,11.787440000000005,10.9181,13.2889
1985-04-03,1.0,26.1,26.1,22.318,0.74,42.5,0.0,515.51,11.787440000000005,10.7805,21.3258
1985-04-04,1.0,27.3,27.3,23.571,0.68,42.5,0.0,515.51,11.787440000000005,10.6446,19.9937
1985-04-05,1.0,26.2,26.2,23.282,0.7,38.0,0.0,515.47,11.787440000000005,10.5105,18.0944
1985-04-06,1.0,24.1,24.1,24.534,0.81,40.3,25.5,515.49,11.787440000000005,10.6399,16.405
1985-04-07,0.5,24.4,24.4,21.619,0.84,42.5,9.8,515.51,11.787440000000005,11.5828,22.4816
1985-04-08,0.5,25.8,25.8,21.171,0.83,44.9,1.1,515.53,11.787440000000005,10.686,20.614
1985-04-09,0.25,27.0,27.0,24.273000000000003,0.77,44.9,0.0,515.53,11.787440000000005,10.3594,18.4182
1985-04-10,0.25,26.9,26.9,25.521,0.76,40.3,0.0,515.49,11.787440000000005,10.1392,16.5819
1985-04-11,1.0,27.4,27.4,22.754,0.72,40.3,0.0,515.49,11.787440000000005,9.96963,15.2424
1985-04-12,1.0,27.0,27.0,26.934,0.72,38.0,0.0,515.47,11.787440000000005,9.82392,14.315
1985-04-13,1.75,25.3,25.3,22.311,0.77,40.3,5.2,515.49,11.787440000000005,9.69028,13.6787
1985-04-14,1.75,24.2,24.2,22.783,0.82,42.5,0.0,515.51,11.787440000000005,9.56329,21.4825
1985-04-15,1.25,25.0,25.0,26.651,0.68,42.5,0.0,515.51,11.787440000000005,9.44034,20.0655
1985-04-16,1.25,25.8,25.8,26.19400000000001,0.7,41.4,0.0,515.5,11.787440000000005,9.32016,18.0693
1985-04-17,4.0,25.0,25.0,24.501,0.71,39.1,0.0,515.48,11.787440000000005,9.20209,16.3119
1985-04-18,4.0,23.7,23.7,21.882,0.79,38.0,13.3,515.47,11.787440000000005,9.08581,16.0295
1985-04-19,1.5,23.8,23.8,13.709,0.86,38.0,0.6,515.47,11.787440000000005,8.97114,15.0427
1985-04-20,1.5,24.6,24.6,18.495,0.85,40.3,0.5,515.49,11.787440000000005,8.85799,19.2769
1985-04-21,1.0,25.3,25.3,23.278,0.78,43.7,0.0,515.52,11.787440000000005,8.7463,17.9499
1985-04-22,1.0,24.2,24.2,25.898000000000003,0.84,57.4,0.6,515.63,11.787440000000005,8.63604,20.1622
1985-04-23,1.25,24.2,24.2,22.97,0.8,44.9,7.5,515.53,11.787440000000005,8.52717,22.0436
1985-04-24,1.25,25.6,25.6,20.197,0.76,47.3,0.2,515.55,11.787440000000005,8.41968,19.7509
1985-04-25,1.0,24.8,24.8,16.503,0.82,44.9,7.6,515.53,11.787440000000005,8.44363,17.4943
1985-04-26,1.0,24.1,24.1,12.043,0.87,57.4,0.3,515.63,11.787440000000005,8.28705,17.5365
1985-04-27,1.5,23.8,23.8,10.355,0.79,65.3,0.0,515.69,11.787440000000005,8.173110000000001,16.0738
1985-04-28,1.5,24.4,24.4,16.504,0.77,65.1,0.3,515.62,11.787440000000005,8.06495,14.8261
1985-04-29,0.75,24.4,24.4,20.188,0.8,54.8,15.0,515.61,11.787440000000005,8.33583,15.5185
1985-04-30,0.75,23.3,23.3,18.803,0.87,106.0,15.6,515.97,11.787440000000005,9.42911,94.4168
1985-05-01,0.75,23.6,23.6,14.505,0.91,140.0,26.5,516.16,12.522660583333336,18.6351,117.438
1985-05-02,0.75,25.4,25.4,24.771,0.83,98.3,0.0,515.92,12.522660583333336,11.634,94.7245
1985-05-03,0.5,25.4,25.4,26.141,0.77,79.2,0.0,515.79,12.522660583333336,9.93403,71.2257
1985-05-04,0.5,26.0,26.0,26.284,0.75,60.0,0.0,515.65,12.522660583333336,9.02593,52.7797
1985-05-05,1.75,26.0,26.0,26.272,0.75,49.8,0.0,515.57,12.522660583333336,8.52407,39.984
1985-05-06,1.75,26.4,26.4,23.358,0.78,42.5,0.0,515.51,12.522660583333336,8.223289999999999,31.6531
1985-05-07,3.75,26.0,26.0,22.89,0.76,42.5,0.0,515.51,12.522660583333336,8.02294,35.0625
1985-05-08,3.75,25.1,25.1,22.27,0.77,47.3,5.5,515.55,12.522660583333336,7.8734600000000015,32.3095
1985-05-09,1.75,24.0,24.0,12.961,0.82,40.3,0.0,515.49,12.522660583333336,7.7501,28.3107
1985-05-10,1.75,24.1,24.1,20.726,0.8,42.5,2.1,515.51,12.522660583333336,8.692110000000001,50.5916
1985-05-11,1.0,25.4,25.4,22.239,0.77,47.3,0.0,515.55,12.522660583333336,8.52582,44.6286
1985-05-12,1.0,24.9,24.9,22.532,0.77,44.9,3.2,515.53,12.522660583333336,9.3159,114.115
1985-05-13,1.5,24.6,24.6,22.673,0.84,40.3,19.4,515.49,12.522660583333336,8.15168,116.13
1985-05-14,1.5,24.9,24.9,22.509,0.81,51.0,0.0,515.58,12.522660583333336,7.65603,92.3001
1985-05-15,2.75,26.2,26.2,20.374,0.78,54.8,0.0,515.61,12.522660583333336,7.39487,70.1297
1985-05-16,2.75,24.5,24.5,24.91,0.8,52.3,11.2,515.59,12.522660583333336,7.235069999999999,53.4507
1985-05-17,2.25,24.6,24.6,19.596,0.78,49.8,0.0,515.57,12.522660583333336,7.1157,42.1047
1985-05-18,2.25,24.8,24.8,26.697,0.7,46.1,0.0,515.54,12.522660583333336,7.01337,34.7825
1985-05-19,2.75,24.9,24.9,25.472,0.69,44.9,0.0,515.53,12.522660583333336,6.91904,30.1848
1985-05-20,2.75,23.8,23.8,20.774,0.83,39.1,9.8,515.48,12.522660583333336,6.82897,27.3242
1985-05-21,4.25,25.1,25.1,23.178,0.76,40.3,0.0,515.49,12.522660583333336,6.7415,25.5296
1985-05-22,4.25,25.2,25.2,26.483,0.68,42.5,0.0,515.51,12.522660583333336,14.5481,24.3725
1985-05-23,3.0,25.9,25.9,27.221,0.68,38.0,0.0,515.47,12.522660583333336,9.76748,23.5898
1985-05-24,3.0,25.2,25.2,24.193,0.78,35.9,27.1,515.45,12.522660583333336,8.48247,23.0244
1985-05-25,4.75,25.8,25.8,23.427,0.81,35.9,0.0,515.45,12.522660583333336,7.7598,22.5842
1985-05-26,4.75,26.0,26.0,21.911,0.81,32.8,9.1,515.42,12.522660583333336,7.3405,22.2162
1985-05-27,5.5,24.8,24.8,23.552,0.81,38.0,7.7,515.47,12.522660583333336,7.2942,21.8902
1985-05-28,5.5,26.3,26.3,25.941,0.79,35.9,0.0,515.45,12.522660583333336,7.00957,21.5889
1985-05-29,6.25,26.5,26.5,20.377,0.79,33.8,0.4,515.43,12.522660583333336,6.80512,21.303
1985-05-30,6.25,26.1,26.1,22.165,0.81,33.8,0.0,515.43,12.522660583333336,6.667860000000001,21.0269
1985-05-31,2.5,25.1,25.1,15.714,0.86,33.8,8.3,515.43,12.522660583333336,6.56127,35.2415
1985-06-01,2.5,25.1,25.1,22.443,0.83,33.8,0.0,515.43,9.192546833333333,6.46815,33.0497
1985-06-02,1.25,25.0,25.0,22.283,0.84,32.8,5.9,515.42,9.192546833333333,6.38152,29.653
1985-06-03,1.25,25.8,25.8,19.133,0.84,30.8,0.0,515.4,9.192546833333333,7.345569999999999,26.5953
1985-06-04,4.25,25.9,25.9,18.527,0.84,33.8,5.3,515.43,9.192546833333333,6.6246,24.2976
1985-06-05,4.25,25.8,25.8,24.343000000000004,0.84,34.9,5.4,515.44,9.192546833333333,6.34042,29.0369
1985-06-06,3.25,25.9,25.9,26.869,0.82,38.0,0.0,515.47,9.192546833333333,6.17569,27.0855
1985-06-07,3.25,24.3,24.3,14.777,0.88,38.0,20.7,515.47,9.192546833333333,6.0620699999999985,117.247
1985-06-08,4.0,25.2,25.2,25.058000000000003,0.86,36.9,0.0,515.46,9.192546833333333,5.96966,102.204
1985-06-09,4.0,26.0,26.0,23.26,0.82,33.6,0.3,515.43,9.192546833333333,5.886830000000002,81.4061
1985-06-10,0.75,25.2,25.2,20.125,0.86,34.9,0.0,515.44,9.192546833333333,5.80888,91.64
1985-06-11,0.75,23.8,23.8,15.504,0.91,47.6,7.8,515.55,9.192546833333333,7.2231,85.6681
1985-06-12,1.25,25.0,25.0,18.178,0.87,52.0,8.1,515.59,9.192546833333333,8.47718,72.1575
1985-06-13,1.25,24.6,24.6,15.198,0.87,48.2,0.3,515.56,9.192546833333333,6.8220800000000015,59.8645
1985-06-14,0.25,24.3,24.3,16.979,0.88,58.1,36.7,515.63,9.192546833333333,6.25601,90.8529
1985-06-15,0.25,24.0,24.0,12.218,0.89,66.7,4.3,515.7,9.192546833333333,5.95891,111.859
1985-06-16,2.25,24.2,24.2,11.027,0.87,68.7,2.3,515.71,9.192546833333333,5.7827699999999975,99.1613
1985-06-17,2.25,23.0,23.0,9.539,0.96,62.0,27.5,515.67,9.192546833333333,16.2336,197.596
1985-06-18,0.75,22.6,22.6,9.538,0.96,165.0,48.5,516.24,9.192546833333333,32.5946,462.663
1985-06-19,0.75,22.7,22.7,9.537,0.94,420.0,29.6,517.29,9.192546833333333,44.8888,778.1339999999999
1985-06-20,0.75,23.5,23.5,16.663,0.89,255.0,10.0,516.7,9.192546833333333,58.8145,515.905
1985-06-21,0.75,23.7,23.7,12.95,0.85,183.0,14.9,516.37,9.192546833333333,38.1328,288.807
1985-06-22,2.25,24.4,24.4,17.402,0.85,142.0,30.5,516.17,9.192546833333333,28.0592,191.021
1985-06-23,2.25,22.8,22.8,11.908,0.87,142.0,33.0,516.17,9.192546833333333,21.2151,258.15
1985-06-24,0.75,23.5,23.5,14.431,0.89,154.0,12.9,516.24,9.192546833333333,16.8311,223.413
1985-06-25,0.75,24.2,24.2,15.469,0.85,137.0,1.3,516.15,9.192546833333333,14.1093,196.896
1985-06-26,1.0,24.2,24.2,17.102,0.83,108.0,0.2,515.98,9.192546833333333,12.4426,155.817
1985-06-27,1.0,23.5,23.5,13.836,0.88,154.0,8.0,516.21,9.192546833333333,11.5146,150.358
1985-06-28,3.0,23.8,23.8,22.003,0.84,193.0,1.4,516.42,9.192546833333333,10.8199,124.329
1985-06-29,3.0,22.8,22.8,12.945,0.83,125.0,9.4,516.08,9.192546833333333,10.3761,104.727
1985-06-30,3.25,22.9,22.9,14.579,0.8,109.0,1.2,515.99,9.192546833333333,10.0789,123.593
1985-07-01,3.25,22.2,22.2,11.461,0.87,95.3,2.7,515.9,10.3832525,17.654,126.323
1985-07-02,0.75,21.9,21.9,15.77,0.9,94.9,28.4,515.9,10.3832525,22.0008,154.934
1985-07-03,0.75,22.3,22.3,14.88,0.89,127.0,21.2,516.09,10.3832525,20.7908,173.46099999999996
1985-07-04,0.5,23.2,23.2,21.869,0.85,124.0,4.3,516.08,10.3832525,18.5875,146.167
1985-07-05,0.5,22.7,22.7,15.329,0.9,108.0,1.5,515.99,10.3832525,15.1464,120.257
1985-07-06,1.0,23.9,23.9,15.183,0.87,94.6,4.5,515.89,10.3832525,12.9931,100.363
1985-07-07,1.0,23.7,23.7,17.269000000000002,0.89,121.0,25.0,516.12,10.3832525,11.6897,206.537
1985-07-08,1.25,23.2,23.2,11.763,0.86,143.0,3.5,516.18,10.3832525,10.8966,224.51
1985-07-09,1.25,23.0,23.0,13.85,0.89,127.0,10.9,516.09,10.3832525,14.7015,200.69
1985-07-10,1.5,23.1,23.1,19.216,0.87,123.0,21.7,516.07,10.3832525,12.7768,169.38299999999995
1985-07-11,1.5,23.3,23.3,18.923,0.84,112.0,0.0,516.0,10.3832525,11.2219,136.556
1985-07-12,0.5,23.5,23.5,15.498,0.82,108.0,0.0,515.98,10.3832525,10.3637,112.07
1985-07-13,0.5,22.9,22.9,19.082,0.84,96.4,0.8,515.91,10.3832525,9.90728,105.078
1985-07-14,0.0,23.8,23.8,19.237,0.81,89.3,0.0,515.86,10.3832525,9.6377,92.9272
1985-07-15,0.0,24.7,24.7,25.815,0.82,79.9,0.4,515.79,10.3832525,9.44953,83.6631
1985-07-16,1.25,23.1,23.1,21.042,0.86,77.4,24.6,515.78,10.3832525,9.29846,107.028
1985-07-17,1.25,23.6,23.6,17.011,0.85,106.0,0.2,515.97,10.3832525,9.16553,119.784
1985-07-18,0.75,23.9,23.9,24.049,0.82,104.0,0.0,515.95,10.3832525,9.04216,107.756
1985-07-19,0.75,24.3,24.3,23.908,0.8,84.6,0.0,515.83,10.3832525,8.92426,95.0422
1985-07-20,0.75,24.2,24.2,24.667,0.82,72.2,0.0,515.74,10.3832525,8.8098,84.6516
1985-07-21,0.75,23.1,23.1,18.08,0.88,74.6,81.6,515.76,10.3832525,16.3058,77.173
1985-07-22,0.5,23.6,23.6,20.336,0.82,78.4,0.0,515.79,10.3832525,11.6315,72.0926
1985-07-23,0.5,23.8,23.8,24.096,0.82,76.0,7.2,515.77,10.3832525,10.5055,68.6217
1985-07-24,1.0,23.7,23.7,24.256,0.82,86.5,31.8,515.84,10.3832525,9.6116,195.997
1985-07-25,1.0,25.0,25.0,25.167,0.81,79.2,0.0,515.79,10.3832525,9.01759,175.773
1985-07-26,1.0,24.3,24.3,24.726,0.82,71.8,0.0,515.74,10.3832525,12.9945,147.211
1985-07-27,1.0,23.5,23.5,23.381,0.88,64.3,5.8,515.68,10.3832525,14.8709,126.178
1985-07-28,0.25,23.9,23.9,20.83,0.87,69.4,0.0,515.72,10.3832525,13.1952,126.788
1985-07-29,0.25,23.7,23.7,20.837,0.86,76.7,0.6,515.77,10.3832525,11.0271,142.064
1985-07-30,2.25,22.4,22.4,13.153,0.91,79.9,6.4,515.79,10.3832525,9.96362,142.145
1985-07-31,2.25,22.5,22.5,10.74,0.9,87.1,6.0,515.85,10.3832525,29.706,142.418
1985-08-01,0.5,23.0,23.0,9.531,0.9,86.5,3.2,515.84,9.014033,28.5446,163.711
1985-08-02,0.5,22.8,22.8,13.005999999999998,0.95,104.0,17.8,515.96,9.014033,31.1759,207.03
1985-08-03,0.25,23.8,23.8,17.089000000000002,0.9,97.2,2.5,515.91,9.014033,22.706,247.603
1985-08-04,0.25,22.7,22.7,9.678,0.92,95.7,5.5,515.9,9.014033,18.0316,262.568
1985-08-05,0.0,22.7,22.7,13.462,0.92,97.6,8.8,515.91,9.014033,19.9109,212.835
1985-08-06,0.0,23.2,23.2,13.613,0.87,98.4,10.5,515.92,9.014033,22.0342,181.05
1985-08-07,1.25,22.8,22.8,9.672,0.89,94.7,20.2,515.86,9.014033,32.318000000000005,422.84
1985-08-08,1.25,23.4,23.4,12.248,0.91,108.0,17.1,515.97,9.014033,26.2467,508.165
1985-08-09,0.5,23.9,23.9,15.89,0.91,285.0,38.3,516.81,9.014033,52.7016,433.588
1985-08-10,0.5,23.4,23.4,16.649,0.89,355.0,43.8,517.08,9.014033,64.2773,373.921
1985-08-11,0.75,23.3,23.3,14.523,0.9,252.0,3.4,516.68,9.014033,33.8795,301.32
1985-08-12,0.75,23.2,23.2,15.434,0.88,200.0,4.0,516.45,9.014033,24.7497,256.678
1985-08-13,0.5,23.6,23.6,14.216,0.9,200.0,22.1,516.45,9.014033,33.7581,322.9240000000001
1985-08-14,0.5,24.4,24.4,19.54,0.88,234.0,2.0,516.61,9.014033,23.0736,382.531
1985-08-15,0.5,24.4,24.4,21.366,0.85,202.0,0.0,516.46,9.014033,20.7144,350.756
1985-08-16,0.5,24.5,24.5,21.367,0.85,171.0,0.8,516.32,9.014033,17.5073,279.405
1985-08-17,0.0,24.7,24.7,21.214,0.84,148.0,1.7,516.21,9.014033,21.8747,241.375
1985-08-18,0.0,24.7,24.7,18.469,0.86,152.0,0.0,516.22,9.014033,17.3414,212.078
1985-08-19,1.5,23.1,23.1,16.179000000000002,0.9,139.0,12.1,516.16,9.014033,15.4941,210.111
1985-08-20,1.5,23.8,23.8,21.055,0.88,129.0,0.7,516.1,9.014033,15.1407,205.6
1985-08-21,1.5,23.8,23.8,18.611,0.86,129.0,0.0,516.11,9.014033,15.0798,180.906
1985-08-22,1.5,23.2,23.2,15.401,0.88,119.0,20.2,516.05,9.014033,57.8402,204.152
1985-08-23,0.5,23.6,23.6,14.784,0.86,151.0,12.6,516.22,9.014033,59.5196,183.101
1985-08-24,0.5,24.4,24.4,15.235,0.86,153.0,0.6,516.23,9.014033,33.4432,158.391
1985-08-25,0.5,23.6,23.6,20.419,0.85,164.0,1.7,516.29,9.014033,25.3609,145.97799999999995
1985-08-26,0.5,23.5,23.5,18.884,0.86,158.0,7.0,516.26,9.014033,39.5213,161.929
1985-08-27,0.0,22.5,22.5,16.127,0.88,161.0,8.2,516.27,9.014033,45.0994,204.449
1985-08-28,0.0,22.8,22.8,16.27,0.85,182.0,11.5,516.37,9.014033,59.1815,239.474
1985-08-29,0.25,23.5,23.5,21.605,0.84,182.0,0.0,516.37,9.014033,38.942,206.462
1985-08-30,0.25,23.8,23.8,15.638,0.86,153.0,1.3,516.23,9.014033,29.2303,220.525
1985-08-31,0.75,23.2,23.2,13.183,0.87,140.0,0.5,516.16,9.014033,33.0114,197.468
1985-09-01,0.75,24.0,24.0,19.736,0.88,135.0,14.1,516.13,8.778467833333334,47.2088,167.695
1985-09-02,0.5,23.6,23.6,18.653,0.9,127.0,12.6,516.09,8.778467833333334,54.9616,144.703
1985-09-03,0.5,23.2,23.2,20.012,0.86,123.0,6.1,516.07,8.778467833333334,44.3929,128.403
1985-09-04,0.0,22.2,22.2,9.318,0.91,137.0,27.8,516.15,8.778467833333334,32.8853,226.706
1985-09-05,0.0,21.9,21.9,10.677,0.91,146.0,21.4,516.19,8.778467833333334,25.4794,289.1090000000001
